fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
00L1 29964 294.03 39.432 6.366268046E-09 3.295604601E+00 7.668575005E+03 6.614094750E-05 3.941875529E+00 3.364341522E+03 0.000000000E+00 2.613327700E-04 4.783521549E-01 2.351147991E-04 3.576581066E-01 4.022497420E-05 2.655344836E-01 1.514792725E-04 1.705453577E-01 
00L2 30584 295.05 39.296 1.026063081E-08 3.388885257E+00 7.777949771E+03 6.992322137E-05 3.864637722E+00 3.166554874E+03 0.000000000E+00 2.608829500E-04 4.771627712E-01 2.358154352E-04 3.591539316E-01 4.041284316E-05 2.652957314E-01 1.523263164E-04 1.085031710E-02 
00L3 31196 296.01 39.168 9.551709823E-09 3.337923644E+00 7.880355299E+03 7.321451533E-05 4.017966846E+00 2.985626871E+03 0.000000000E+00 2.604595900E-04 4.755660683E-01 2.358456383E-04 3.618965070E-01 4.059037842E-05 2.677486315E-01 1.515919797E-04 1.211173287E-01 
00L4 31848 297.03 39.034 1.063812019E-08 3.338465159E+00 7.895416334E+03 7.698305808E-05 4.026058637E+00 2.817554246E+03 0.000000000E+00 2.600097700E-04 4.745167210E-01 2.357744536E-04 3.648353384E-01 4.081738385E-05 2.678706924E-01 1.523769388E-04 4.680719886E-03 
00L5 32474 298.02 38.904 1.430421124E-08 3.388821674E+00 7.860493127E+03 7.935922098E-05 3.887595836E+00 2.650809724E+03 0.000000000E+00 2.595731800E-04 4.731734673E-01 2.359740902E-04 3.661570466E-01 4.088387961E-05 2.656058911E-01 1.539300382E-04 3.783717198E-01 
00L6 33118 299.03 38.773 1.778526207E-08 3.431016272E+00 7.933828469E+03 8.492249647E-05 3.910664657E+00 2.533858703E+03 0.000000000E+00 2.591277700E-04 4.711868088E-01 2.362286802E-04 3.672870312E-01 4.088192537E-05 2.661251097E-01 1.536172840E-04 1.858099645E-01 
00L7 33758 300.03 38.643 2.226017476E-08 3.474978597E+00 8.008356520E+03 9.149539808E-05 3.924610995E+00 2.421957954E+03 0.000000000E+00 2.586867700E-04 4.698097370E-01 2.361654584E-04 3.697226480E-01 4.102177482E-05 2.678711765E-01 1.531436283E-04 7.457177920E-02 
00L8 34422 301.03 38.515 1.699655811E-08 3.382172339E+00 7.882906058E+03 9.558181060E-05 4.049758694E+00 2.320184067E+03 0.000000000E+00 2.582457700E-04 4.685726524E-01 2.359009126E-04 3.703490399E-01 4.093716677E-05 2.686526789E-01 1.523837144E-04 1.760465741E-02 
00L9 35056 302.03 38.388 2.057159609E-08 3.393970726E+00 7.897017595E+03 9.661651901E-05 3.992755330E+00 2.185446777E+03 0.000000000E+00 2.578047700E-04 4.665640732E-01 2.360574729E-04 3.738443831E-01 4.117370108E-05 2.683078812E-01 1.534506480E-04 2.318962152E-01 
0L10 35690 303.02 38.262 2.160944791E-08 3.394168895E+00 8.263984407E+03 1.098098457E-04 4.299679969E+00 2.155187948E+03 0.000000000E+00 2.573681800E-04 4.648513885E-01 2.357502558E-04 3.752415309E-01 4.112228175E-05 2.671315567E-01 1.539462508E-04 2.095478376E-01 
0L11 36324 304.02 38.136 2.470686569E-08 3.409449794E+00 8.215781441E+03 1.139814577E-04 4.254372152E+00 2.050235885E+03 0.000000000E+00 2.569271800E-04 4.640102177E-01 2.358088622E-04 3.762123995E-01 4.116430354E-05 2.687894634E-01 1.531518602E-04 4.000114156E-02 
0L12 36974 305.02 38.011 3.238654957E-08 3.485399326E+00 9.071364646E+03 1.363157460E-04 4.700610749E+00 2.079181540E+03 0.000000000E+00 2.564861800E-04 4.615718277E-01 2.355982102E-04 3.786811467E-01 4.117986930E-05 2.670525114E-01 1.542066778E-04 1.878493056E-01 
0L13 37610 306.03 37.886 3.679335073E-08 3.487184107E+00 8.731057490E+03 1.346736443E-04 4.424029793E+00 1.936593566E+03 0.000000000E+00 2.560407700E-04 4.600650864E-01 2.356620653E-04 3.808921141E-01 4.129628052E-05 2.697290751E-01 1.531061822E-04 2.232636876E-01 
0L14 38238 307.03 37.762 4.061044141E-08 3.489823230E+00 8.855070415E+03 1.422864610E-04 4.501610355E+00 1.862925587E+03 0.000000000E+00 2.555997700E-04 4.592888195E-01 2.355435446E-04 3.808290535E-01 4.119904537E-05 2.673416590E-01 1.541104348E-04 3.373540963E-01 
0L15 38862 308.02 37.641 5.943092145E-08 3.569536998E+00 9.165598215E+03 1.490562023E-04 4.477889721E+00 1.778469875E+03 0.000000000E+00 2.551631800E-04 4.573697430E-01 2.359299808E-04 3.820190134E-01 4.122261534E-05 2.675673841E-01 1.540679598E-04 2.133004127E-01 
0L16 39478 309.03 37.518 5.415519352E-08 3.534262371E+00 9.464606397E+03 1.663706890E-04 4.811864911E+00 1.759363997E+03 0.000000000E+00 2.547177700E-04 4.554441780E-01 2.355567677E-04 3.850143411E-01 4.130547755E-05 2.661967871E-01 1.551623600E-04 6.487486823E-03 
0L17 40104 310.03 37.397 7.635195895E-08 3.599379001E+00 9.466526408E+03 1.663542762E-04 4.537391243E+00 1.648647228E+03 0.000000000E+00 2.542767700E-04 4.545606152E-01 2.358850675E-04 3.846893435E-01 4.124795379E-05 2.679658859E-01 1.539170966E-04 1.110509026E-02 
0L18 40732 311.04 37.276 7.491423854E-08 3.567954635E+00 9.396714282E+03 1.740734661E-04 4.595982297E+00 1.587818280E+03 0.000000000E+00 2.538313600E-04 4.520305874E-01 2.355639091E-04 3.873782770E-01 4.124884941E-05 2.655140886E-01 1.553541243E-04 4.251938628E-01 
0L19 41362 312.01 37.16 1.215250943E-07 3.684694658E+00 1.070987292E+04 1.976692798E-04 4.946607523E+00 1.577852284E+03 0.000000000E+00 2.534035900E-04 4.507789455E-01 2.355935991E-04 3.880030577E-01 4.120617080E-05 2.653574368E-01 1.552933342E-04 1.114231591E-01 
0L20 42190 313.01 37.041 1.517205292E-07 3.735786901E+00 1.086822732E+04 2.060192819E-04 4.828055168E+00 1.518065824E+03 0.000000000E+00 2.529625900E-04 4.491460052E-01 2.355992932E-04 3.891679010E-01 4.118115628E-05 2.662465139E-01 1.546665578E-04 3.428948001E-01 
0L21 42840 314.04 36.92 1.940722290E-07 3.781578367E+00 1.130988873E+04 2.162850153E-04 4.827532913E+00 1.457082448E+03 0.000000000E+00 2.525083600E-04 4.482019108E-01 2.356878761E-04 3.890189959E-01 4.109431589E-05 2.651545573E-01 1.549765926E-04 1.030404413E-01 
0L22 43452 315.03 36.803 3.158180256E-07 3.905513593E+00 1.159024288E+04 2.148549043E-04 4.364283677E+00 1.366155344E+03 0.000000000E+00 2.520717700E-04 4.462747719E-01 2.357986860E-04 3.903361369E-01 4.107546389E-05 2.639741303E-01 1.556004751E-04 5.300397276E-01 
0L23 44070 316.05 36.685 3.238022827E-07 3.879306209E+00 1.288640869E+04 2.465917493E-04 5.045284998E+00 1.376464133E+03 0.000000000E+00 2.516219500E-04 4.449896526E-01 2.354814915E-04 3.911265173E-01 4.098490675E-05 2.631375229E-01 1.557562402E-04 1.637771179E-02 
