X Y Xfit Y
9.3850000E-4 -2.3490000E-4 1.9425804E-3 -2.3490000E-4
1.0700000E-2 -2.3340000E-4 1.0700000E-2 -2.3340000E-4
2.0430000E-2 -2.3170000E-4 2.0403948E-2 -2.3170000E-4
3.0480000E-2 -2.3000000E-4 2.9864793E-2 -2.3000000E-4
4.0090000E-2 -2.2810000E-4 4.0142692E-2 -2.2810000E-4
4.9990000E-2 -2.2630000E-4 4.9585565E-2 -2.2630000E-4
6.0830000E-2 -2.2400000E-4 6.1229895E-2 -2.2400000E-4
7.0970000E-2 -2.2200000E-4 7.0970000E-2 -2.2200000E-4
8.0680000E-2 -2.1990000E-4 8.0814153E-2 -2.1990000E-4
9.0600000E-2 -2.1780000E-4 9.0272433E-2 -2.1780000E-4
1.0020000E-1 -2.1550000E-4 1.0020010E-1 -2.1550000E-4
1.1130000E-1 -2.1280000E-4 1.1129988E-1 -2.1280000E-4
1.2120000E-1 -2.1030000E-4 1.2106849E-1 -2.1030000E-4
1.3110000E-1 -2.0760000E-4 1.3110000E-1 -2.0760000E-4
1.4090000E-1 -2.0480000E-4 1.4097036E-1 -2.0480000E-4
1.5060000E-1 -2.0180000E-4 1.5098762E-1 -2.0180000E-4
1.6200000E-1 -1.9860000E-4 1.6108793E-1 -1.9860000E-4
1.7180000E-1 -1.9520000E-4 1.7121748E-1 -1.9520000E-4
1.8130000E-1 -1.9170000E-4 1.8105965E-1 -1.9170000E-4
1.9140000E-1 -1.8780000E-4 1.9140022E-1 -1.8780000E-4
2.0110000E-1 -1.8400000E-4 2.0090948E-1 -1.8400000E-4
2.1110000E-1 -1.7970000E-4 2.1107389E-1 -1.7970000E-4
2.2190000E-1 -1.7450000E-4 2.2262657E-1 -1.7450000E-4
2.3200000E-1 -1.6980000E-4 2.3246413E-1 -1.6980000E-4
2.4170000E-1 -1.6500000E-4 2.4199832E-1 -1.6500000E-4
2.5150000E-1 -1.5980000E-4 2.5181926E-1 -1.5980000E-4
2.6140000E-1 -1.5440000E-4 2.6153436E-1 -1.5440000E-4
2.7250000E-1 -1.4820000E-4 2.7216843E-1 -1.4820000E-4
2.8230000E-1 -1.4170000E-4 2.8281046E-1 -1.4170000E-4
2.9200000E-1 -1.3600000E-4 2.9178141E-1 -1.3600000E-4
3.0180000E-1 -1.2920000E-4 3.0211170E-1 -1.2920000E-4
3.1180000E-1 -1.2230000E-4 3.1224750E-1 -1.2230000E-4
3.2280000E-1 -1.1490000E-4 3.2280000E-1 -1.1490000E-4
3.3240000E-1 -1.0830000E-4 3.3198633E-1 -1.0830000E-4
3.4230000E-1 -1.0120000E-4 3.4167967E-1 -1.0120000E-4
3.5220000E-1 -9.3520000E-5 3.5199480E-1 -9.3520000E-5
3.6220000E-1 -8.6730000E-5 3.6100684E-1 -8.6730000E-5
3.7300000E-1 -7.8080000E-5 3.7239330E-1 -7.8080000E-5
3.8310000E-1 -7.0430000E-5 3.8242008E-1 -7.0430000E-5
3.9280000E-1 -6.2930000E-5 3.9225014E-1 -6.2930000E-5
4.0270000E-1 -5.4730000E-5 4.0303909E-1 -5.4730000E-5
4.2220000E-1 -3.9390000E-5 4.2348812E-1 -3.9390000E-5
4.4330000E-1 -2.3390000E-5 4.4544767E-1 -2.3390000E-5
4.6290000E-1 -9.5080000E-6 4.6527490E-1 -9.5080000E-6
4.8380000E-1 4.2760000E-6 4.8591122E-1 4.2760000E-6
5.0350000E-1 1.6600000E-5 5.0535886E-1 1.6600000E-5
5.5400000E-1 4.4570000E-5 5.5400000E-1 4.4570000E-5
6.0420000E-1 6.8570000E-5 6.0210740E-1 6.8570000E-5
6.5480000E-1 9.0050000E-5 6.5124399E-1 9.0050000E-5
7.0520000E-1 1.0980000E-4 7.0188076E-1 1.0980000E-4
7.5530000E-1 1.2880000E-4 7.5530000E-1 1.2880000E-4
8.0580000E-1 1.4660000E-4 8.0889919E-1 1.4660000E-4
8.5600000E-1 1.6300000E-4 8.6062399E-1 1.6300000E-4
9.0660000E-1 1.7840000E-4 9.1066167E-1 1.7840000E-4
9.5700000E-1 1.9240000E-4 9.5700000E-1 1.9240000E-4
1.0060000E+0 2.0620000E-4 1.0032057E+0 2.0620000E-4
