X Y Xfit Y
9.4560000E-4 -2.3260000E-4 3.6983866E-3 -2.3260000E-4
1.0790000E-2 -2.3140000E-4 1.2277410E-2 -2.3140000E-4
2.0410000E-2 -2.3040000E-4 1.9063016E-2 -2.3040000E-4
3.0220000E-2 -2.2860000E-4 3.0540572E-2 -2.2860000E-4
4.0110000E-2 -2.2700000E-4 4.0042950E-2 -2.2700000E-4
5.0050000E-2 -2.2520000E-4 5.0050000E-2 -2.2520000E-4
6.0850000E-2 -2.2320000E-4 6.0429461E-2 -2.2320000E-4
7.0730000E-2 -2.2090000E-4 7.1533243E-2 -2.2090000E-4
8.0690000E-2 -2.1870000E-4 8.1432729E-2 -2.1870000E-4
9.0420000E-2 -2.1660000E-4 9.0308465E-2 -2.1660000E-4
1.0030000E-1 -2.1400000E-4 1.0061813E-1 -2.1400000E-4
1.1140000E-1 -2.1120000E-4 1.1098698E-1 -2.1120000E-4
1.2120000E-1 -2.0830000E-4 1.2102924E-1 -2.0830000E-4
1.3110000E-1 -2.0560000E-4 1.2982118E-1 -2.0560000E-4
1.4110000E-1 -2.0230000E-4 1.3992699E-1 -2.0230000E-4
1.5080000E-1 -1.9870000E-4 1.5024895E-1 -1.9870000E-4
1.6190000E-1 -1.9510000E-4 1.5993163E-1 -1.9510000E-4
1.7180000E-1 -1.9090000E-4 1.7052486E-1 -1.9090000E-4
1.8160000E-1 -1.8620000E-4 1.8160000E-1 -1.8620000E-4
1.9130000E-1 -1.8200000E-4 1.9089124E-1 -1.8200000E-4
2.0130000E-1 -1.7710000E-4 2.0110110E-1 -1.7710000E-4
2.1100000E-1 -1.7170000E-4 2.1166588E-1 -1.7170000E-4
2.2220000E-1 -1.6570000E-4 2.2267113E-1 -1.6570000E-4
2.3190000E-1 -1.5940000E-4 2.3350675E-1 -1.5940000E-4
2.4180000E-1 -1.5360000E-4 2.4291412E-1 -1.5360000E-4
2.5160000E-1 -1.4650000E-4 2.5378272E-1 -1.4650000E-4
2.6130000E-1 -1.3960000E-4 2.6374652E-1 -1.3960000E-4
2.7240000E-1 -1.3160000E-4 2.7465464E-1 -1.3160000E-4
2.8240000E-1 -1.2490000E-4 2.8332128E-1 -1.2490000E-4
2.9190000E-1 -1.1610000E-4 2.9413376E-1 -1.1610000E-4
3.0190000E-1 -1.0800000E-4 3.0357943E-1 -1.0800000E-4
3.1180000E-1 -9.9610000E-5 3.1291093E-1 -9.9610000E-5
3.2260000E-1 -8.9090000E-5 3.2403722E-1 -8.9090000E-5
3.3280000E-1 -7.9790000E-5 3.3340279E-1 -7.9790000E-5
3.4250000E-1 -6.9170000E-5 3.4362162E-1 -6.9170000E-5
3.5230000E-1 -5.9870000E-5 3.5219854E-1 -5.9870000E-5
3.6230000E-1 -4.8700000E-5 3.6209135E-1 -4.8700000E-5
3.7320000E-1 -3.5320000E-5 3.7342032E-1 -3.5320000E-5
3.8310000E-1 -2.3490000E-5 3.8301822E-1 -2.3490000E-5
3.9310000E-1 -1.1870000E-5 3.9210590E-1 -1.1870000E-5
4.0290000E-1 6.0370000E-7 4.0152542E-1 6.0370000E-7
4.2230000E-1 2.7920000E-5 4.2110568E-1 2.7920000E-5
4.4330000E-1 5.8610000E-5 4.4168599E-1 5.8610000E-5
4.6300000E-1 8.7840000E-5 4.6017214E-1 8.7840000E-5
4.8380000E-1 1.2410000E-4 4.8190517E-1 1.2410000E-4
5.0340000E-1 1.5930000E-4 5.0199491E-1 1.5930000E-4
5.5420000E-1 2.5710000E-4 5.5419850E-1 2.5710000E-4
6.0440000E-1 3.5920000E-4 6.0534779E-1 3.5920000E-4
6.5490000E-1 4.6730000E-4 6.5801323E-1 4.6730000E-4
7.0510000E-1 5.6960000E-4 7.0792297E-1 5.6960000E-4
7.5530000E-1 6.6980000E-4 7.5796101E-1 6.6980000E-4
8.0590000E-1 7.6220000E-4 8.0590000E-1 7.6220000E-4
8.5640000E-1 8.5440000E-4 8.5612150E-1 8.5440000E-4
9.0660000E-1 9.4200000E-4 9.0660000E-1 9.4200000E-4
9.5710000E-1 1.0240000E-3 9.5672238E-1 1.0240000E-3
1.0060000E+0 1.1070000E-3 1.0106334E+0 1.1070000E-3
