N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 2.374846000E-03 3.737161000E-03 7.678393000E-03 1.135743700E-02 1.570854300E-02 2.122684700E-02 2.827940100E-02 3.738647200E-02 4.937677200E-02
1.016672606E+01 1.705966000E-03 2.575693000E-03 5.364808000E-03 7.985668000E-03 1.108151000E-02 1.502843600E-02 2.014274800E-02 2.686099600E-02 3.589067700E-02
1.033324570E+01 1.207534000E-03 2.033748000E-03 3.725971000E-03 5.575039000E-03 7.755614000E-03 1.054051900E-02 1.417679000E-02 1.899719400E-02 2.554852300E-02
1.049996187E+01 8.456780000E-04 1.363335000E-03 2.575529000E-03 3.869314000E-03 5.392584000E-03 7.337175000E-03 9.883776000E-03 1.367739800E-02 1.787733300E-02
1.066670514E+01 5.879270000E-04 9.231790000E-04 1.774048000E-03 2.673120000E-03 3.730015000E-03 5.076624000E-03 6.838626000E-03 9.386831000E-03 1.233221500E-02
1.083333839E+01 4.068080000E-04 6.219180000E-04 1.219065000E-03 1.840461000E-03 2.569752000E-03 3.495910000E-03 4.702638000E-03 6.435621000E-03 8.405289000E-03
1.100000000E+01 1.036570000E-04 4.170670000E-04 8.365500000E-04 1.264279000E-03 1.765297000E-03 2.398627000E-03 3.217649000E-03 4.335139000E-03 5.728548000E-03
1.116672606E+01 -1.471200000E-04 2.865770000E-04 5.738200000E-04 8.673800000E-04 1.210436000E-03 1.641347000E-03 2.192904000E-03 2.934211000E-03 3.882177000E-03
1.133324570E+01 -9.959900000E-05 1.921430000E-04 3.938220000E-04 5.949180000E-04 8.292280000E-04 1.121315000E-03 1.490543000E-03 1.979329000E-03 2.569803000E-03
1.149996187E+01 -6.675600000E-05 1.331780000E-04 2.707390000E-04 4.083570000E-04 5.682180000E-04 7.658000000E-04 1.012518000E-03 1.335693000E-03 1.704360000E-03
1.166670514E+01 -4.399400000E-05 9.006100000E-05 1.867120000E-04 2.808890000E-04 3.900420000E-04 5.239260000E-04 6.897920000E-04 9.068760000E-04 1.156260000E-03
1.183333839E+01 -2.806200000E-05 6.374900000E-05 1.294090000E-04 1.939880000E-04 2.688410000E-04 3.603220000E-04 4.738500000E-04 6.242600000E-04 8.001380000E-04
1.200000000E+01 -1.676700000E-05 4.589700000E-05 9.038900000E-05 1.348600000E-04 1.867290000E-04 2.504230000E-04 3.306800000E-04 4.392970000E-04 5.688280000E-04
1.216672606E+01 -8.591000000E-06 3.379500000E-05 6.383500000E-05 9.476300000E-05 1.313940000E-04 1.771250000E-04 2.363720000E-04 3.182550000E-04 4.173180000E-04
1.233324570E+01 -2.641000000E-06 2.554000000E-05 4.578500000E-05 6.764800000E-05 9.430100000E-05 1.285100000E-04 1.742440000E-04 2.383130000E-04 3.164330000E-04
1.249996187E+01 1.602000000E-06 1.982000000E-05 3.349700000E-05 4.939500000E-05 6.953900000E-05 9.625600000E-05 1.329510000E-04 1.845550000E-04 2.477130000E-04
1.266670514E+01 4.380000000E-06 1.575400000E-05 2.513300000E-05 3.710800000E-05 5.299900000E-05 7.464400000E-05 1.049440000E-04 1.474210000E-04 1.995670000E-04
1.283333839E+01 5.899000000E-06 1.277700000E-05 1.939900000E-05 2.881800000E-05 4.180300000E-05 5.984600000E-05 8.535200000E-05 1.209210000E-04 1.704140000E-04
1.300000000E+01 6.433000000E-06 1.052800000E-05 1.544700000E-05 2.313300000E-05 3.404000000E-05 4.935500000E-05 7.112100000E-05 1.012860000E-04 1.423150000E-04
