N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017144709E+00 1.015470353E+00 1.014187330E+00 1.013137448E+00
1.600000000E+01 1.259986177E+00 1.257309365E+00 1.255143220E+00 1.253337523E+00
1.700000000E+01 1.323199065E+00 1.321434605E+00 1.318831995E+00 1.318350625E+00
1.549996187E+01 1.205594539E+00 1.200286135E+00 1.198105883E+00 1.196549026E+00
1.649996187E+01 1.289381421E+00 1.287693494E+00 1.286241511E+00 1.285257718E+00
1.674996808E+01 1.306410453E+00 1.303138486E+00 1.302070423E+00 1.301215949E+00
1.624993176E+01 1.275075011E+00 1.272743012E+00 1.271139079E+00 1.269519175E+00
1.574996808E+01 1.240696193E+00 1.237189954E+00 1.234727148E+00 1.233717298E+00
1.524993176E+01 1.116206791E+00 1.109460668E+00 1.105192978E+00 1.103562490E+00
