N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.031403175E+00 1.029267164E+00 1.027287138E+00 1.025443193E+00
1.600000000E+01 1.248467868E+00 1.244174018E+00 1.239382231E+00 1.238367621E+00
1.700000000E+01 1.335230137E+00 1.333191581E+00 1.331189545E+00 1.330451041E+00
1.549996187E+01 1.030600424E+00 1.018122309E+00 1.013286148E+00 1.012179773E+00
1.649996187E+01 1.297696359E+00 1.295835222E+00 1.293659552E+00 1.291992380E+00
1.674996808E+01 1.317136214E+00 1.313928021E+00 1.312617613E+00 1.311075642E+00
1.624993176E+01 1.278073076E+00 1.274983505E+00 1.272341927E+00 1.270044346E+00
1.574996808E+01 1.185436413E+00 1.178469272E+00 1.174228959E+00 1.172708823E+00
1.524993176E+01 1.015754807E+00 1.014386725E+00 1.013269622E+00 1.012333355E+00
