N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 290 1.800E-4 1.233085094E+00 1.247616008E+00
1.468000E+10 3.162E+16 290 1.800E-4 1.240941905E+00 1.247834108E+00
2.154000E+10 3.162E+16 290 1.800E-4 1.243021625E+00 1.248143086E+00
3.162000E+10 3.162E+16 290 1.800E-4 1.244754287E+00 1.248544053E+00
4.642000E+10 3.162E+16 290 1.800E-4 1.246462678E+00 1.249147618E+00
6.813000E+10 3.162E+16 290 1.800E-4 1.248131955E+00 1.250079429E+00
1.000000E+11 3.162E+16 290 1.800E-4 1.249896287E+00 1.251315102E+00
1.468000E+11 3.162E+16 290 1.800E-4 1.251689027E+00 1.252743343E+00
2.154000E+11 3.162E+16 290 1.800E-4 1.254167627E+00 1.254959907E+00
3.162000E+11 3.162E+16 290 1.800E-4 1.256911681E+00 1.257523383E+00
4.642000E+11 3.162E+16 290 1.800E-4 1.260153857E+00 1.260635226E+00
6.813000E+11 3.162E+16 290 1.800E-4 1.263942348E+00 1.264330597E+00
1.000000E+12 3.162E+16 290 1.800E-4 1.268119454E+00 1.268438560E+00
1.468000E+12 3.162E+16 290 1.800E-4 1.272730680E+00 1.272981250E+00
2.154000E+12 3.162E+16 290 1.800E-4 1.277678643E+00 1.277900096E+00
3.162000E+12 3.162E+16 290 1.800E-4 1.282976743E+00 1.283163434E+00
4.642000E+12 3.162E+16 290 1.800E-4 1.288591917E+00 1.288757433E+00
6.813000E+12 3.162E+16 290 1.800E-4 1.294522826E+00 1.294666584E+00
1.000000E+13 3.162E+16 290 1.800E-4 1.299501582E+00 1.299623688E+00
