N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 290 1.800E-4 1.247484763E+00 1.275235264E+00
1.468000E+10 3.162E+16 290 1.800E-4 1.252356609E+00 1.275324467E+00
2.154000E+10 3.162E+16 290 1.800E-4 1.256877428E+00 1.275454613E+00
3.162000E+10 3.162E+16 290 1.800E-4 1.260997024E+00 1.275644241E+00
4.642000E+10 3.162E+16 290 1.800E-4 1.264654735E+00 1.275919782E+00
6.813000E+10 3.162E+16 290 1.800E-4 1.267838772E+00 1.276318463E+00
1.000000E+11 3.162E+16 290 1.800E-4 1.270611379E+00 1.276891721E+00
1.468000E+11 3.162E+16 290 1.800E-4 1.273103111E+00 1.277708674E+00
2.154000E+11 3.162E+16 290 1.800E-4 1.275491966E+00 1.278858492E+00
3.162000E+11 3.162E+16 290 1.800E-4 1.277980358E+00 1.280449467E+00
4.642000E+11 3.162E+16 290 1.800E-4 1.280773623E+00 1.282601619E+00
6.813000E+11 3.162E+16 290 1.800E-4 1.284056955E+00 1.285429758E+00
1.000000E+12 3.162E+16 290 1.800E-4 1.287968163E+00 1.289016920E+00
1.468000E+12 3.162E+16 290 1.800E-4 1.292568707E+00 1.293384428E+00
2.154000E+12 3.162E+16 290 1.800E-4 1.297832592E+00 1.298477071E+00
3.162000E+12 3.162E+16 290 1.800E-4 1.303657386E+00 1.304172777E+00
4.642000E+12 3.162E+16 290 1.800E-4 1.309874557E+00 1.310289457E+00
6.813000E+12 3.162E+16 290 1.800E-4 1.316322582E+00 1.316657579E+00
1.000000E+13 3.162E+16 290 1.800E-4 1.322893371E+00 1.323163396E+00
