N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 325 2.800E-4 2.871511E-1 2.294250E+1 4.180560E-1 7.644630E+1
1.468000E+10 1.778E+16 325 2.800E-4 2.863919E-1 2.286210E+1 4.177530E-1 7.643590E+1
2.154000E+10 1.778E+16 325 2.800E-4 2.852949E-1 2.273290E+1 4.173170E-1 7.637580E+1
3.162000E+10 1.778E+16 325 2.800E-4 2.837211E-1 2.256730E+1 4.166990E-1 7.635320E+1
4.642000E+10 1.778E+16 325 2.800E-4 2.814859E-1 2.233370E+1 4.158320E-1 7.632130E+1
6.813000E+10 1.778E+16 325 2.800E-4 2.783559E-1 2.200930E+1 4.146410E-1 7.627710E+1
1.000000E+11 1.778E+16 325 2.800E-4 2.740573E-1 2.156860E+1 4.130400E-1 7.621660E+1
1.468000E+11 1.778E+16 325 2.800E-4 2.683056E-1 2.098670E+1 4.109520E-1 7.613490E+1
2.154000E+11 1.778E+16 325 2.800E-4 2.608638E-1 2.024460E+1 4.082310E-1 7.604130E+1
3.162000E+11 1.778E+16 325 2.800E-4 2.516218E-1 1.932550E+1 4.049190E-1 7.587110E+1
4.642000E+11 1.778E+16 325 2.800E-4 2.406674E-1 1.827350E+1 4.011140E-1 7.571760E+1
6.813000E+11 1.778E+16 325 2.800E-4 2.282949E-1 1.710830E+1 3.967260E-1 7.555820E+1
1.000000E+12 1.778E+16 325 2.800E-4 2.149213E-1 1.586150E+1 3.919890E-1 7.531000E+1
1.468000E+12 1.778E+16 325 2.800E-4 2.009458E-1 1.459550E+1 3.868280E-1 7.510730E+1
2.154000E+12 1.778E+16 325 2.800E-4 1.866430E-1 1.331200E+1 3.813630E-1 7.480910E+1
3.162000E+12 1.778E+16 325 2.800E-4 1.721597E-1 1.204700E+1 3.754200E-1 7.455750E+1
4.642000E+12 1.778E+16 325 2.800E-4 1.575920E-1 1.079030E+1 3.691290E-1 7.419640E+1
6.813000E+12 1.778E+16 325 2.800E-4 1.430668E-1 9.564400E+0 3.623110E-1 7.380760E+1
1.000000E+13 1.778E+16 325 2.800E-4 1.287681E-1 8.392200E+0 3.550120E-1 7.343190E+1
1.468000E+13 1.778E+16 325 2.800E-4 1.149127E-1 7.276000E+0 3.472790E-1 7.293030E+1
2.154000E+13 1.778E+16 325 2.800E-4 1.017110E-1 6.238800E+0 3.391030E-1 7.235430E+1
3.162000E+13 1.778E+16 325 2.800E-4 8.933938E-2 5.291900E+0 3.304440E-1 7.170170E+1
4.642000E+13 1.778E+16 325 2.800E-4 7.792595E-2 4.444600E+0 3.212760E-1 7.101260E+1
6.813000E+13 1.778E+16 325 2.800E-4 6.754810E-2 3.690800E+0 3.116150E-1 7.013660E+1
1.000000E+14 1.778E+16 325 2.800E-4 5.823556E-2 3.032400E+0 3.014100E-1 6.910270E+1
