Time mark : 49627
4.96510E+4 2.56600E-1 4.96510E+4 1.23700E-4
4.96710E+4 2.57600E-1 4.96720E+4 1.23800E-4
4.96900E+4 2.58300E-1 4.96910E+4 1.24500E-4
4.97100E+4 2.59100E-1 4.97100E+4 1.25100E-4
4.97280E+4 2.59600E-1 4.97290E+4 1.25900E-4
4.97470E+4 2.60100E-1 4.97480E+4 1.26600E-4
4.97670E+4 2.60500E-1 4.97670E+4 1.27300E-4
4.97860E+4 2.60800E-1 4.97860E+4 1.27700E-4
4.98040E+4 2.61100E-1 4.98050E+4 1.28200E-4
4.98240E+4 2.61500E-1 4.98240E+4 1.28800E-4
4.98420E+4 2.61800E-1 4.98430E+4 1.29500E-4
4.98610E+4 2.62200E-1 4.98620E+4 1.30300E-4
4.98800E+4 2.62500E-1 4.98810E+4 1.30900E-4
4.99000E+4 2.62700E-1 4.99000E+4 1.31400E-4
4.99180E+4 2.62900E-1 4.99190E+4 1.31800E-4
4.99380E+4 2.63300E-1 4.99380E+4 1.32600E-4
4.99570E+4 2.63600E-1 4.99570E+4 1.33200E-4
4.99760E+4 2.63900E-1 4.99760E+4 1.33800E-4
4.99950E+4 2.64300E-1 4.99950E+4 1.34500E-4
5.00140E+4 2.64400E-1 5.00140E+4 1.34900E-4
5.00330E+4 2.64700E-1 5.00330E+4 1.35200E-4
5.00520E+4 2.65000E-1 5.00520E+4 1.35800E-4
5.00710E+4 2.65400E-1 5.00710E+4 1.36400E-4
5.00900E+4 2.65600E-1 5.00900E+4 1.37000E-4
5.01090E+4 2.66000E-1 5.01090E+4 1.37900E-4
5.01280E+4 2.66300E-1 5.01280E+4 1.38300E-4
5.01470E+4 2.66500E-1 5.01470E+4 1.38500E-4
5.01660E+4 2.66700E-1 5.01660E+4 1.39000E-4
5.01850E+4 2.67100E-1 5.01850E+4 1.39400E-4
5.02040E+4 2.67300E-1 5.02040E+4 1.40200E-4
5.02230E+4 2.67700E-1 5.02230E+4 1.40800E-4
5.02420E+4 2.68000E-1 5.02420E+4 1.41400E-4
5.02610E+4 2.68200E-1 5.02610E+4 1.41600E-4
5.02800E+4 2.68400E-1 5.02800E+4 1.41700E-4
5.02990E+4 2.68700E-1 5.02990E+4 1.42400E-4
5.03180E+4 2.69000E-1 5.03180E+4 1.42900E-4
5.03370E+4 2.69200E-1 5.03390E+4 1.43500E-4
5.03560E+4 2.69400E-1 5.03560E+4 1.44000E-4
5.03750E+4 2.69600E-1 5.03750E+4 1.44200E-4
5.03940E+4 2.69800E-1 5.03940E+4 1.44400E-4
5.04130E+4 2.70100E-1 5.04130E+4 1.45100E-4
5.04320E+4 2.70300E-1 5.04330E+4 1.45600E-4
5.04510E+4 2.70500E-1 5.04510E+4 1.46100E-4
5.04700E+4 2.70700E-1 5.04700E+4 1.46500E-4
5.04890E+4 2.70800E-1 5.04890E+4 1.46600E-4
5.05080E+4 2.71000E-1 5.05080E+4 1.46900E-4
5.05270E+4 2.71200E-1 5.05270E+4 1.47100E-4
5.05460E+4 2.71400E-1 5.05460E+4 1.47800E-4
5.05650E+4 2.71600E-1 5.05650E+4 1.48100E-4
5.05840E+4 2.71800E-1 5.05840E+4 1.48600E-4
5.06030E+4 2.71900E-1 5.06030E+4 1.48800E-4
5.06220E+4 2.72000E-1 5.06220E+4 1.48900E-4
5.06410E+4 2.72200E-1 5.06410E+4 1.49200E-4
5.06600E+4 2.72400E-1 5.06610E+4 1.49600E-4
5.06790E+4 2.72500E-1 5.06790E+4 1.50200E-4
5.06980E+4 2.72700E-1 5.06980E+4 1.50500E-4
5.07170E+4 2.72800E-1 5.07170E+4 1.50400E-4
5.07360E+4 2.72900E-1 5.07360E+4 1.50800E-4
5.07550E+4 2.73100E-1 5.07560E+4 1.50900E-4
5.07740E+4 2.73200E-1 5.07740E+4 1.51400E-4
5.07930E+4 2.73400E-1 5.07930E+4 1.51700E-4
5.08120E+4 2.73500E-1 5.08120E+4 1.52100E-4
5.08310E+4 2.73600E-1 5.08310E+4 1.52200E-4
5.08500E+4 2.73600E-1 5.08500E+4 1.52200E-4
5.08690E+4 2.73700E-1 5.08690E+4 1.52500E-4
5.08880E+4 2.73900E-1 5.08880E+4 1.52900E-4
5.09070E+4 2.74100E-1 5.09070E+4 1.53100E-4
5.09260E+4 2.74100E-1 5.09260E+4 1.53500E-4
5.09450E+4 2.74200E-1 5.09450E+4 1.53600E-4
5.09640E+4 2.74300E-1 5.09640E+4 1.53300E-4
5.09820E+4 2.74400E-1 5.09830E+4 1.53600E-4
5.10020E+4 2.74500E-1 5.10020E+4 1.54100E-4
5.10210E+4 2.74500E-1 5.10210E+4 1.54300E-4
5.10400E+4 2.74600E-1 5.10400E+4 1.54500E-4
5.10590E+4 2.74700E-1 5.10590E+4 1.54500E-4
5.10780E+4 2.74800E-1 5.10780E+4 1.54600E-4
5.10970E+4 2.74800E-1 5.10970E+4 1.54700E-4
5.11160E+4 2.74900E-1 5.11160E+4 1.55000E-4
5.11350E+4 2.75000E-1 5.11350E+4 1.55300E-4
5.11540E+4 2.75100E-1 5.11540E+4 1.55400E-4
5.11730E+4 2.75100E-1 5.11730E+4 1.55400E-4
5.11920E+4 2.75100E-1 5.11920E+4 1.55400E-4
5.12110E+4 2.75200E-1 5.12110E+4 1.55600E-4
5.12300E+4 2.75300E-1 5.12300E+4 1.55800E-4
5.12490E+4 2.75400E-1 5.12490E+4 1.56000E-4
5.12680E+4 2.75400E-1 5.12680E+4 1.56300E-4
5.12870E+4 2.75400E-1 5.12870E+4 1.56200E-4
5.13060E+4 2.75400E-1 5.13060E+4 1.56100E-4
5.13250E+4 2.75600E-1 5.13250E+4 1.56400E-4
5.13440E+4 2.75600E-1 5.13440E+4 1.56400E-4
5.13630E+4 2.75700E-1 5.13640E+4 1.56800E-4
5.13820E+4 2.75700E-1 5.13820E+4 1.57000E-4
5.14010E+4 2.75700E-1 5.14010E+4 1.56900E-4
5.14200E+4 2.75700E-1 5.14200E+4 1.56600E-4
5.14390E+4 2.75800E-1 5.14390E+4 1.56800E-4
5.14580E+4 2.75900E-1 5.14580E+4 1.57100E-4
5.14770E+4 2.75900E-1 5.14770E+4 1.57300E-4
5.14960E+4 2.76000E-1 5.14960E+4 1.57400E-4
5.15150E+4 2.76000E-1 5.15150E+4 1.57300E-4
5.15340E+4 2.75900E-1 5.15340E+4 1.57200E-4
5.15530E+4 2.76000E-1 5.15530E+4 1.57200E-4
5.15720E+4 2.76100E-1 5.15720E+4 1.57600E-4
5.15910E+4 2.76100E-1 5.15910E+4 1.57800E-4
5.16100E+4 2.76200E-1 5.16100E+4 1.58000E-4
5.16290E+4 2.76100E-1 5.16290E+4 1.57600E-4
5.16480E+4 2.76100E-1 5.16480E+4 1.57600E-4
5.16670E+4 2.76200E-1 5.16670E+4 1.57600E-4
5.16860E+4 2.76200E-1 5.16860E+4 1.57900E-4
5.17050E+4 2.76200E-1 5.17050E+4 1.58100E-4
5.17240E+4 2.76300E-1 5.17240E+4 1.58100E-4
5.17430E+4 2.76300E-1 5.17430E+4 1.58200E-4
5.17620E+4 2.76300E-1 5.17620E+4 1.57800E-4
5.17810E+4 2.76300E-1 5.17810E+4 1.57800E-4
5.18000E+4 2.76300E-1 5.18000E+4 1.58100E-4
5.18190E+4 2.76400E-1 5.18190E+4 1.58200E-4
5.18380E+4 2.76400E-1 5.18380E+4 1.58400E-4
5.18570E+4 2.76400E-1 5.18580E+4 1.58200E-4
5.18760E+4 2.76300E-1 5.18760E+4 1.58200E-4
5.18950E+4 2.76300E-1 5.18950E+4 1.58200E-4
5.19140E+4 2.76400E-1 5.19140E+4 1.58300E-4
5.19330E+4 2.76500E-1 5.19330E+4 1.58600E-4
5.19520E+4 2.76500E-1 5.19520E+4 1.58700E-4
5.19710E+4 2.76500E-1 5.19710E+4 1.58600E-4
5.19900E+4 2.76400E-1 5.19900E+4 1.58200E-4
5.20090E+4 2.76400E-1 5.20090E+4 1.58200E-4
5.20280E+4 2.76500E-1 5.20280E+4 1.58300E-4
5.20470E+4 2.76500E-1 5.20470E+4 1.58500E-4
5.20660E+4 2.76500E-1 5.20660E+4 1.58700E-4
5.20850E+4 2.76500E-1 5.20850E+4 1.58600E-4
5.21040E+4 2.76500E-1 5.21040E+4 1.58600E-4
5.21230E+4 2.76500E-1 5.21230E+4 1.58500E-4
5.21420E+4 2.76600E-1 5.21420E+4 1.58600E-4
5.21610E+4 2.76600E-1 5.21610E+4 1.58600E-4
5.21800E+4 2.76600E-1 5.21800E+4 1.58800E-4
5.21990E+4 2.76600E-1 5.21990E+4 1.58700E-4
5.22180E+4 2.76600E-1 5.22180E+4 1.58600E-4
5.22370E+4 2.76500E-1 5.22370E+4 1.58500E-4
5.22560E+4 2.76600E-1 5.22560E+4 1.58500E-4
5.22750E+4 2.76600E-1 5.22750E+4 1.58700E-4
5.22940E+4 2.76600E-1 5.22940E+4 1.59000E-4
5.23130E+4 2.76700E-1 5.23130E+4 1.58900E-4
5.23320E+4 2.76600E-1 5.23320E+4 1.58600E-4
5.23510E+4 2.76600E-1 5.23510E+4 1.58500E-4
5.23700E+4 2.76600E-1 5.23700E+4 1.58600E-4
