Time mark : 55817
5.58410E+4 2.55600E-1 5.58410E+4 1.24400E-4
5.58610E+4 2.57900E-1 5.58620E+4 1.25200E-4
5.58800E+4 2.58500E-1 5.58810E+4 1.25700E-4
5.58990E+4 2.59200E-1 5.59000E+4 1.26300E-4
5.59180E+4 2.59600E-1 5.59190E+4 1.26600E-4
5.59370E+4 2.60100E-1 5.59380E+4 1.27200E-4
5.59560E+4 2.60500E-1 5.59570E+4 1.28100E-4
5.59750E+4 2.60900E-1 5.59760E+4 1.28900E-4
5.59940E+4 2.61300E-1 5.59950E+4 1.29600E-4
5.60130E+4 2.61600E-1 5.60140E+4 1.29900E-4
5.60320E+4 2.61800E-1 5.60330E+4 1.30500E-4
5.60510E+4 2.62100E-1 5.60520E+4 1.30900E-4
5.60700E+4 2.62400E-1 5.60710E+4 1.31600E-4
5.60890E+4 2.62700E-1 5.60910E+4 1.32300E-4
5.61080E+4 2.63000E-1 5.61090E+4 1.33200E-4
5.61270E+4 2.63200E-1 5.61280E+4 1.33700E-4
5.61460E+4 2.63600E-1 5.61490E+4 1.34100E-4
5.61650E+4 2.63800E-1 5.61660E+4 1.34500E-4
5.61840E+4 2.64100E-1 5.61850E+4 1.35200E-4
5.62030E+4 2.64400E-1 5.62040E+4 1.35900E-4
5.62220E+4 2.64700E-1 5.62230E+4 1.36600E-4
5.62410E+4 2.65100E-1 5.62420E+4 1.37400E-4
5.62600E+4 2.65400E-1 5.62610E+4 1.37700E-4
5.62790E+4 2.65600E-1 5.62800E+4 1.38100E-4
5.62980E+4 2.65900E-1 5.62990E+4 1.38500E-4
5.63170E+4 2.66300E-1 5.63180E+4 1.39100E-4
5.63360E+4 2.66600E-1 5.63370E+4 1.39900E-4
5.63550E+4 2.67000E-1 5.63560E+4 1.40500E-4
5.63740E+4 2.67200E-1 5.63750E+4 1.40800E-4
5.63930E+4 2.67500E-1 5.63940E+4 1.41200E-4
5.64120E+4 2.67700E-1 5.64130E+4 1.41700E-4
5.64310E+4 2.68100E-1 5.64320E+4 1.42200E-4
5.64500E+4 2.68400E-1 5.64510E+4 1.42800E-4
5.64690E+4 2.68600E-1 5.64700E+4 1.43500E-4
5.64880E+4 2.68900E-1 5.64890E+4 1.44000E-4
5.65070E+4 2.69100E-1 5.65080E+4 1.44000E-4
5.65260E+4 2.69300E-1 5.65290E+4 1.44500E-4
5.65450E+4 2.69600E-1 5.65460E+4 1.44900E-4
5.65640E+4 2.69800E-1 5.65650E+4 1.45500E-4
5.65830E+4 2.70200E-1 5.65840E+4 1.46200E-4
5.66020E+4 2.70400E-1 5.66030E+4 1.46500E-4
5.66210E+4 2.70500E-1 5.66220E+4 1.46700E-4
5.66400E+4 2.70700E-1 5.66410E+4 1.47000E-4
5.66590E+4 2.71000E-1 5.66600E+4 1.47300E-4
5.66780E+4 2.71100E-1 5.66790E+4 1.48000E-4
5.66970E+4 2.71400E-1 5.66980E+4 1.48500E-4
5.67160E+4 2.71600E-1 5.67170E+4 1.48900E-4
5.67350E+4 2.71800E-1 5.67360E+4 1.49200E-4
5.67540E+4 2.71900E-1 5.67550E+4 1.49300E-4
5.67730E+4 2.72200E-1 5.67740E+4 1.49500E-4
5.67920E+4 2.72300E-1 5.67930E+4 1.50100E-4
5.68110E+4 2.72600E-1 5.68120E+4 1.50400E-4
5.68300E+4 2.72700E-1 5.68310E+4 1.51200E-4
5.68490E+4 2.72900E-1 5.68500E+4 1.51300E-4
5.68680E+4 2.73000E-1 5.68690E+4 1.51300E-4
5.68870E+4 2.73200E-1 5.68880E+4 1.51600E-4
5.69060E+4 2.73300E-1 5.69090E+4 1.51900E-4
5.69250E+4 2.73500E-1 5.69260E+4 1.52400E-4
5.69440E+4 2.73700E-1 5.69450E+4 1.52800E-4
5.69630E+4 2.73800E-1 5.69640E+4 1.53000E-4
5.69820E+4 2.73900E-1 5.69830E+4 1.53100E-4
5.70010E+4 2.74000E-1 5.70020E+4 1.53200E-4
5.70200E+4 2.74100E-1 5.70210E+4 1.53700E-4
5.70390E+4 2.74300E-1 5.70400E+4 1.53900E-4
5.70580E+4 2.74400E-1 5.70590E+4 1.54400E-4
5.70770E+4 2.74500E-1 5.70780E+4 1.54700E-4
5.70960E+4 2.74600E-1 5.70970E+4 1.54600E-4
5.71150E+4 2.74600E-1 5.71160E+4 1.54500E-4
5.71340E+4 2.74800E-1 5.71350E+4 1.54900E-4
5.71530E+4 2.74900E-1 5.71540E+4 1.55400E-4
5.71720E+4 2.75000E-1 5.71730E+4 1.55500E-4
5.71910E+4 2.75100E-1 5.71920E+4 1.55800E-4
5.72100E+4 2.75100E-1 5.72110E+4 1.55900E-4
5.72290E+4 2.75200E-1 5.72300E+4 1.55800E-4
5.72480E+4 2.75300E-1 5.72490E+4 1.56200E-4
5.72670E+4 2.75400E-1 5.72680E+4 1.56500E-4
5.72860E+4 2.75500E-1 5.72870E+4 1.56800E-4
5.73050E+4 2.75500E-1 5.73060E+4 1.56700E-4
5.73240E+4 2.75600E-1 5.73250E+4 1.56700E-4
