Time mark : 37197
3.72190E+4 2.62800E-1 3.72200E+4 1.30700E-4
3.72400E+4 2.63200E-1 3.72410E+4 1.31400E-4
3.72590E+4 2.63400E-1 3.72600E+4 1.31900E-4
3.72780E+4 2.64100E-1 3.72790E+4 1.32300E-4
3.72970E+4 2.64400E-1 3.72980E+4 1.33100E-4
3.73160E+4 2.64800E-1 3.73170E+4 1.34000E-4
3.73350E+4 2.64900E-1 3.73360E+4 1.34600E-4
3.73540E+4 2.65000E-1 3.73550E+4 1.35100E-4
3.73730E+4 2.65000E-1 3.73740E+4 1.35600E-4
3.73920E+4 2.65700E-1 3.73930E+4 1.36100E-4
3.74110E+4 2.65700E-1 3.74120E+4 1.36800E-4
3.74300E+4 2.66100E-1 3.74310E+4 1.37500E-4
3.74490E+4 2.66300E-1 3.74500E+4 1.38300E-4
3.74680E+4 2.66400E-1 3.74690E+4 1.38700E-4
3.74870E+4 2.66700E-1 3.74880E+4 1.39100E-4
3.75060E+4 2.66800E-1 3.75070E+4 1.39400E-4
3.75250E+4 2.67300E-1 3.75260E+4 1.40200E-4
3.75440E+4 2.67500E-1 3.75450E+4 1.40800E-4
3.75630E+4 2.68000E-1 3.75640E+4 1.41400E-4
3.75820E+4 2.68000E-1 3.75830E+4 1.41900E-4
3.76010E+4 2.68300E-1 3.76020E+4 1.42100E-4
3.76200E+4 2.68700E-1 3.76210E+4 1.42500E-4
3.76390E+4 2.68900E-1 3.76400E+4 1.43000E-4
3.76580E+4 2.69000E-1 3.76590E+4 1.43800E-4
3.76770E+4 2.69300E-1 3.76780E+4 1.44400E-4
3.76960E+4 2.69400E-1 3.76970E+4 1.44600E-4
3.77150E+4 2.69800E-1 3.77160E+4 1.44800E-4
3.77340E+4 2.69800E-1 3.77350E+4 1.45200E-4
3.77530E+4 2.70100E-1 3.77540E+4 1.45700E-4
3.77720E+4 2.70200E-1 3.77730E+4 1.46400E-4
3.77910E+4 2.70300E-1 3.77920E+4 1.46700E-4
3.78100E+4 2.70500E-1 3.78110E+4 1.46800E-4
3.78290E+4 2.70500E-1 3.78300E+4 1.47100E-4
3.78480E+4 2.71100E-1 3.78490E+4 1.47300E-4
3.78670E+4 2.71000E-1 3.78680E+4 1.47900E-4
3.78860E+4 2.71400E-1 3.78870E+4 1.48600E-4
3.79050E+4 2.71400E-1 3.79060E+4 1.48900E-4
3.79240E+4 2.71600E-1 3.79250E+4 1.48900E-4
3.79430E+4 2.71300E-1 3.79440E+4 1.49100E-4
3.79620E+4 2.71800E-1 3.79630E+4 1.49600E-4
3.79810E+4 2.71900E-1 3.79820E+4 1.49900E-4
3.80000E+4 2.72000E-1 3.80010E+4 1.50400E-4
3.80190E+4 2.72000E-1 3.80200E+4 1.50700E-4
3.80380E+4 2.72300E-1 3.80390E+4 1.50600E-4
3.80570E+4 2.72300E-1 3.80580E+4 1.50800E-4
3.80760E+4 2.72400E-1 3.80770E+4 1.51200E-4
3.80950E+4 2.72500E-1 3.80960E+4 1.51600E-4
3.81140E+4 2.72600E-1 3.81150E+4 1.51800E-4
3.81330E+4 2.72800E-1 3.81340E+4 1.52100E-4
3.81520E+4 2.73000E-1 3.81530E+4 1.52100E-4
3.81710E+4 2.72800E-1 3.81720E+4 1.52300E-4
3.81900E+4 2.73000E-1 3.81910E+4 1.52700E-4
3.82090E+4 2.73300E-1 3.82100E+4 1.53000E-4
3.82280E+4 2.72900E-1 3.82290E+4 1.53400E-4
3.82470E+4 2.73000E-1 3.82480E+4 1.53300E-4
3.82660E+4 2.73100E-1 3.82670E+4 1.53000E-4
3.82850E+4 2.73500E-1 3.82860E+4 1.53400E-4
3.83040E+4 2.73200E-1 3.83050E+4 1.53800E-4
3.83230E+4 2.73300E-1 3.83240E+4 1.54000E-4
3.83420E+4 2.73800E-1 3.83430E+4 1.54300E-4
3.83610E+4 2.73700E-1 3.83620E+4 1.54100E-4
3.83800E+4 2.73600E-1 3.83810E+4 1.54100E-4
3.83990E+4 2.73900E-1 3.84000E+4 1.54400E-4
3.84180E+4 2.73700E-1 3.84190E+4 1.54700E-4
3.84370E+4 2.73900E-1 3.84380E+4 1.55000E-4
3.84560E+4 2.74200E-1 3.84570E+4 1.55100E-4
3.84750E+4 2.73700E-1 3.84760E+4 1.55100E-4
3.84940E+4 2.73800E-1 3.84950E+4 1.54800E-4
3.85130E+4 2.74300E-1 3.85140E+4 1.54900E-4
3.85320E+4 2.73800E-1 3.85330E+4 1.51400E-4
3.85510E+4 2.74100E-1 3.85520E+4 1.55500E-4
3.85700E+4 2.74300E-1 3.85710E+4 1.55700E-4
3.85890E+4 2.74100E-1 3.85900E+4 1.55600E-4
3.86080E+4 2.74300E-1 3.86090E+4 1.55400E-4
3.86290E+4 2.74500E-1 3.86300E+4 1.55700E-4
3.86460E+4 2.74400E-1 3.86470E+4 1.55900E-4
3.86650E+4 2.74500E-1 3.86660E+4 1.56100E-4
3.86840E+4 2.74700E-1 3.86850E+4 1.56300E-4
3.87030E+4 2.74600E-1 3.87040E+4 1.56200E-4
3.87220E+4 2.74800E-1 3.87230E+4 1.56100E-4
3.87410E+4 2.74800E-1 3.87420E+4 1.56000E-4
3.87600E+4 2.74800E-1 3.87610E+4 1.56300E-4
3.87790E+4 2.75000E-1 3.87800E+4 1.56700E-4
3.87980E+4 2.75000E-1 3.87990E+4 1.56500E-4
3.88170E+4 2.74900E-1 3.88180E+4 1.56600E-4
3.88360E+4 2.75100E-1 3.88370E+4 1.56400E-4
3.88550E+4 2.75000E-1 3.88560E+4 1.56600E-4
3.88740E+4 2.75000E-1 3.88750E+4 1.56900E-4
3.88930E+4 2.75200E-1 3.88940E+4 1.56900E-4
3.89120E+4 2.75100E-1 3.89130E+4 1.57100E-4
3.89310E+4 2.75500E-1 3.89320E+4 1.56900E-4
3.89500E+4 2.75200E-1 3.89510E+4 1.56800E-4
3.89690E+4 2.75300E-1 3.89700E+4 1.56900E-4
3.89880E+4 2.75200E-1 3.89890E+4 1.57100E-4
3.90070E+4 2.75400E-1 3.90080E+4 1.57500E-4
3.90260E+4 2.75300E-1 3.90270E+4 1.57300E-4
3.90450E+4 2.75300E-1 3.90460E+4 1.57000E-4
3.90640E+4 2.75200E-1 3.90650E+4 1.57100E-4
3.90830E+4 2.75400E-1 3.90840E+4 1.57200E-4
3.91020E+4 2.75400E-1 3.91030E+4 1.57300E-4
3.91210E+4 2.75500E-1 3.91240E+4 1.57500E-4
3.91400E+4 2.75400E-1 3.91410E+4 1.57500E-4
3.91590E+4 2.75300E-1 3.91600E+4 1.57100E-4
3.91780E+4 2.75300E-1 3.91790E+4 1.57100E-4
3.91970E+4 2.75500E-1 3.91980E+4 1.57400E-4
3.92160E+4 2.75400E-1 3.92170E+4 1.57400E-4
3.92350E+4 2.75300E-1 3.92360E+4 1.57900E-4
3.92540E+4 2.75600E-1 3.92550E+4 1.57600E-4
3.92730E+4 2.75400E-1 3.92740E+4 1.57300E-4
3.92940E+4 2.75400E-1 3.92950E+4 1.57400E-4
3.93110E+4 2.75400E-1 3.93120E+4 1.57600E-4
3.93300E+4 2.75600E-1 3.93310E+4 1.57600E-4
3.93490E+4 2.75500E-1 3.93500E+4 1.57700E-4
3.93680E+4 2.75500E-1 3.93690E+4 1.57700E-4
3.93870E+4 2.75400E-1 3.93880E+4 1.57500E-4
3.94060E+4 2.75400E-1 3.94090E+4 1.57400E-4
3.94250E+4 2.75500E-1 3.94260E+4 1.57400E-4
3.94440E+4 2.75600E-1 3.94450E+4 1.58000E-4
3.94630E+4 2.75500E-1 3.94640E+4 1.58000E-4
3.94820E+4 2.75600E-1 3.94830E+4 1.57600E-4
3.95010E+4 2.75600E-1 3.95020E+4 1.57600E-4
3.95200E+4 2.75500E-1 3.95210E+4 1.57600E-4
3.95390E+4 2.75600E-1 3.95400E+4 1.57900E-4
3.95580E+4 2.75600E-1 3.95590E+4 1.58100E-4
3.95770E+4 2.75600E-1 3.95780E+4 1.57900E-4
3.95960E+4 2.75700E-1 3.95970E+4 1.57900E-4
3.96150E+4 2.75600E-1 3.96160E+4 1.57800E-4
3.96340E+4 2.75600E-1 3.96350E+4 1.57800E-4
3.96530E+4 2.75600E-1 3.96540E+4 1.57800E-4
3.96720E+4 2.75700E-1 3.96730E+4 1.58200E-4
3.96910E+4 2.75600E-1 3.96920E+4 1.58000E-4
3.97100E+4 2.75600E-1 3.97110E+4 1.57900E-4
3.97290E+4 2.75600E-1 3.97300E+4 1.57600E-4
3.97480E+4 2.75600E-1 3.97490E+4 1.57600E-4
3.97670E+4 2.75600E-1 3.97680E+4 1.57900E-4
3.97860E+4 2.75600E-1 3.97870E+4 1.58200E-4
3.98050E+4 2.75700E-1 3.98060E+4 1.58200E-4
3.98240E+4 2.75500E-1 3.98250E+4 1.57700E-4
3.98430E+4 2.75600E-1 3.98440E+4 1.57700E-4
3.98620E+4 2.75700E-1 3.98630E+4 1.57900E-4
3.98810E+4 2.75700E-1 3.98820E+4 1.58100E-4
3.99000E+4 2.75700E-1 3.99010E+4 1.58300E-4
3.99190E+4 2.75700E-1 3.99200E+4 1.58000E-4
3.99380E+4 2.75600E-1 3.99390E+4 1.57900E-4
3.99570E+4 2.75600E-1 3.99580E+4 1.57700E-4
3.99760E+4 2.75600E-1 3.99790E+4 1.57800E-4
3.99950E+4 2.75700E-1 3.99960E+4 1.58100E-4
4.00140E+4 2.75700E-1 4.00150E+4 1.58300E-4
4.00330E+4 2.75700E-1 4.00340E+4 1.58000E-4
4.00520E+4 2.75600E-1 4.00530E+4 1.57900E-4
4.00710E+4 2.75600E-1 4.00720E+4 1.57800E-4
4.00900E+4 2.75700E-1 4.00910E+4 1.58000E-4
4.01090E+4 2.75700E-1 4.01100E+4 1.58200E-4
4.01280E+4 2.75800E-1 4.01290E+4 1.58400E-4
4.01470E+4 2.75700E-1 4.01480E+4 1.58100E-4
4.01660E+4 2.75600E-1 4.01670E+4 1.57800E-4
4.01850E+4 2.75700E-1 4.01860E+4 1.58000E-4
4.02040E+4 2.75700E-1 4.02050E+4 1.58000E-4
4.02230E+4 2.75700E-1 4.02240E+4 1.58100E-4
