Time mark : 46517
4.65400E+4 2.58900E-1 4.65400E+4 1.24400E-4
4.65600E+4 2.58900E-1 4.65610E+4 1.24700E-4
4.65790E+4 2.59600E-1 4.65800E+4 1.25300E-4
4.65980E+4 2.60200E-1 4.65990E+4 1.25900E-4
4.66170E+4 2.60700E-1 4.66180E+4 1.26700E-4
4.66360E+4 2.61200E-1 4.66380E+4 1.27500E-4
4.66550E+4 2.61500E-1 4.66560E+4 1.27900E-4
4.66740E+4 2.61700E-1 4.66750E+4 1.28100E-4
4.66930E+4 2.62100E-1 4.66940E+4 1.28800E-4
4.67120E+4 2.62500E-1 4.67130E+4 1.29500E-4
4.67310E+4 2.62800E-1 4.67340E+4 1.30200E-4
4.67500E+4 2.63100E-1 4.67510E+4 1.31200E-4
4.67690E+4 2.63500E-1 4.67700E+4 1.31500E-4
4.67880E+4 2.63700E-1 4.67890E+4 1.31900E-4
4.68100E+4 2.63900E-1 4.68100E+4 1.32400E-4
4.68260E+4 2.64300E-1 4.68270E+4 1.33100E-4
4.68450E+4 2.64600E-1 4.68460E+4 1.33800E-4
4.68640E+4 2.65000E-1 4.68650E+4 1.34600E-4
4.68830E+4 2.65300E-1 4.68840E+4 1.35100E-4
4.69020E+4 2.65500E-1 4.69030E+4 1.35500E-4
4.69210E+4 2.65700E-1 4.69220E+4 1.35700E-4
4.69400E+4 2.66000E-1 4.69410E+4 1.36500E-4
4.69590E+4 2.66400E-1 4.69600E+4 1.37200E-4
4.69780E+4 2.66700E-1 4.69800E+4 1.37900E-4
4.69970E+4 2.66900E-1 4.69980E+4 1.38400E-4
4.70160E+4 2.67100E-1 4.70180E+4 1.38600E-4
4.70350E+4 2.67400E-1 4.70360E+4 1.39000E-4
4.70540E+4 2.67600E-1 4.70550E+4 1.39600E-4
4.70730E+4 2.67900E-1 4.70740E+4 1.40100E-4
4.70920E+4 2.68200E-1 4.70930E+4 1.40800E-4
4.71110E+4 2.68600E-1 4.71120E+4 1.41400E-4
4.71300E+4 2.68700E-1 4.71310E+4 1.41700E-4
4.71490E+4 2.68900E-1 4.71500E+4 1.41800E-4
4.71680E+4 2.69100E-1 4.71690E+4 1.42200E-4
4.71870E+4 2.69400E-1 4.71880E+4 1.42900E-4
4.72060E+4 2.69600E-1 4.72090E+4 1.43400E-4
4.72250E+4 2.69900E-1 4.72260E+4 1.44000E-4
4.72440E+4 2.70100E-1 4.72450E+4 1.44200E-4
4.72630E+4 2.70200E-1 4.72640E+4 1.44500E-4
4.72820E+4 2.70500E-1 4.72830E+4 1.44900E-4
4.73010E+4 2.70700E-1 4.73020E+4 1.45200E-4
4.73200E+4 2.70900E-1 4.73210E+4 1.45800E-4
4.73390E+4 2.71100E-1 4.73400E+4 1.46500E-4
4.73580E+4 2.71300E-1 4.73590E+4 1.46600E-4
4.73770E+4 2.71400E-1 4.73780E+4 1.46600E-4
4.73960E+4 2.71500E-1 4.73970E+4 1.46900E-4
4.74150E+4 2.71700E-1 4.74160E+4 1.47300E-4
4.74340E+4 2.71900E-1 4.74350E+4 1.48000E-4
