fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 9.659506221E-16 1.000000000E+20 1.135739998E+00 1.687586064E-16 3.441160842E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 6.471410106E-16 1.000000000E+20 1.141834181E+00 1.614563972E-16 5.088880416E-04 
002_300 002_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 1.262606430E-15 1.000000000E+20 1.137697922E+00 2.441175190E-16 3.859731428E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 9.438649276E-16 1.000000000E+20 1.141912937E+00 2.368554127E-16 5.119773822E-04 
003_300 003_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 1.691316459E-15 1.000000000E+20 1.139121946E+00 3.546123591E-16 4.221625489E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 1.372696068E-15 1.000000000E+20 1.142025417E+00 3.473813797E-16 5.164925858E-04 
004_300 004_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 2.306621756E-15 1.000000000E+20 1.140192998E+00 5.165131303E-16 4.534241379E-04 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 1.988189846E-15 1.000000000E+20 1.142187994E+00 5.093087149E-16 5.230813089E-04 
005_300 005_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 3.181174113E-15 1.000000000E+20 1.141048641E+00 7.535457328E-16 4.815237301E-04 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 2.863018667E-15 1.000000000E+20 1.142417505E+00 7.463668158E-16 5.326692488E-04 
006_300 006_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 4.407486645E-15 1.000000000E+20 1.141799721E+00 1.100228939E-15 5.089202909E-04 
006_300_SRH 006_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 4.089721856E-15 1.000000000E+20 1.142738508E+00 1.093077586E-15 5.465682387E-04 
007_300 007_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 6.095770404E-15 1.000000000E+20 1.142533394E+00 1.606677290E-15 5.385871021E-04 
007_300_SRH 007_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 5.778540295E-15 1.000000000E+20 1.143177397E+00 1.599558159E-15 5.666038758E-04 
008_300 008_300.dat 300 38.65 1.000000000E+00 0.000000000E+00 8.364906807E-15 1.000000000E+20 1.143318701E+00 2.345520371E-15 5.740035231E-04 
008_300_SRH 008_300_srh.dat 300 38.65 1.000000000E+00 0.000000000E+00 8.048383024E-15 1.000000000E+20 1.143760845E+00 2.338440442E-15 5.952620953E-04 
