fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_300 001_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.249472815E-16 1.000000000E+20 1.244085185E+00 3.885552819E-16 7.359959371E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.388154194E-16 1.000000000E+20 1.262704272E+00 3.843708506E-16 1.628170948E-03 
002_300 002_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.791480934E-16 1.000000000E+20 1.246501162E+00 5.670485628E-16 8.966594094E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.951979328E-16 1.000000000E+20 1.262729383E+00 5.641524656E-16 1.633750735E-03 
003_300 003_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.203102688E-15 1.000000000E+20 1.248193542E+00 8.290345718E-16 1.053200501E-03 
003_300_SRH 003_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.223484275E-16 1.000000000E+20 1.262765803E+00 8.280054288E-16 1.641912369E-03 
004_300 004_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.526824334E-15 1.000000000E+20 1.249385528E+00 1.213528060E-15 1.197883073E-03 
004_300_SRH 004_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.050728847E-15 1.000000000E+20 1.262818336E+00 1.215224576E-15 1.653831365E-03 
005_300 005_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.996029510E-15 1.000000000E+20 1.254395635E+00 1.782188589E-15 1.323621833E-03 
005_300_SRH 005_300_srh.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.522231257E-15 1.000000000E+20 1.262893635E+00 1.783450852E-15 1.671197444E-03 
006_300 006_300.dat 300 38.65 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.668169635E-15 1.000000000E+20 1.261335703E+00 2.622698551E-15 1.446580376E-03 
