T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 3.528021000E-03 2.499291000E-03 1.754910000E-03 1.224954000E-03 8.523590000E-04 5.928450000E-04 4.133080000E-04 2.897120000E-04 2.049260000E-04 1.469110000E-04 1.072700000E-04 8.019200000E-05 6.162900000E-05 4.878300000E-05 3.971400000E-05 3.308100000E-05 2.799600000E-05 2.389700000E-05 2.045100000E-05
295 3.368951000E-03 2.369398000E-03 1.654472000E-03 1.149666000E-03 7.968170000E-04 5.520450000E-04 3.832040000E-04 2.672360000E-04 1.878460000E-04 1.336330000E-04 9.670100000E-05 7.157500000E-05 5.445600000E-05 4.272200000E-05 3.455700000E-05 2.869900000E-05 2.430900000E-05 2.083700000E-05 1.795600000E-05
300 3.360403000E-03 2.345665000E-03 1.628261000E-03 1.125958000E-03 7.769690000E-04 5.359290000E-04 3.701910000E-04 2.566400000E-04 1.790780000E-04 1.262410000E-04 9.034600000E-05 6.601400000E-05 4.952000000E-05 3.830600000E-05 3.059100000E-05 2.516300000E-05 2.119700000E-05 1.814600000E-05 1.567500000E-05
305 3.432771000E-03 2.379790000E-03 1.642920000E-03 1.130926000E-03 7.771850000E-04 5.338770000E-04 3.670800000E-04 2.530980000E-04 1.754230000E-04 1.226650000E-04 8.691400000E-05 6.276300000E-05 4.643500000E-05 3.535700000E-05 2.777900000E-05 2.251100000E-05 1.873600000E-05 1.591500000E-05 1.371000000E-05
310 3.445786000E-03 2.374460000E-03 1.631391000E-03 1.118604000E-03 7.661180000E-04 5.245880000E-04 3.595420000E-04 2.470520000E-04 1.705990000E-04 1.188390000E-04 8.387100000E-05 6.029100000E-05 4.431600000E-05 3.341900000E-05 2.591200000E-05 2.066300000E-05 1.692700000E-05 1.419300000E-05 1.211900000E-05
315 3.116840000E-03 2.134137000E-03 1.459236000E-03 9.970930000E-04 6.812960000E-04 4.658980000E-04 3.192730000E-04 2.197080000E-04 1.523350000E-04 1.068920000E-04 7.633000000E-05 5.568100000E-05 4.156100000E-05 3.168000000E-05 2.461200000E-05 1.951100000E-05 1.578700000E-05 1.307100000E-05 1.101800000E-05
320 1.943461000E-03 1.310335000E-03 8.862800000E-04 6.017020000E-04 4.103300000E-04 2.814760000E-04 1.947340000E-04 1.365370000E-04 9.771400000E-05 7.193800000E-05 5.483100000E-05 4.320200000E-05 3.480700000E-05 2.828900000E-05 2.296300000E-05 1.859900000E-05 1.513800000E-05 1.245800000E-05 1.041100000E-05
325 -6.274130000E-04 -4.819600000E-04 -3.546490000E-04 -2.527400000E-04 -1.752650000E-04 -1.180610000E-04 -7.637400000E-05 -4.600200000E-05 -2.362300000E-05 -6.980000000E-06 5.288000000E-06 1.373100000E-05 1.856100000E-05 2.015500000E-05 1.934800000E-05 1.722500000E-05 1.471900000E-05 1.238500000E-05 1.042000000E-05
330 1.447422000E-03 1.043111000E-03 7.407330000E-04 5.206430000E-04 3.636050000E-04 2.531640000E-04 1.763080000E-04 1.232540000E-04 8.688400000E-05 -1.436080000E-04 -8.458400000E-05 -4.258600000E-05 -1.424000000E-05 2.848000000E-06 1.130000000E-05 1.415000000E-05 1.404600000E-05 1.275100000E-05 1.117700000E-05
335 1.596398000E-03 1.149799000E-03 8.153330000E-04 5.716400000E-04 3.976450000E-04 2.752330000E-04 1.900470000E-04 1.312720000E-04 9.102900000E-05 6.370200000E-05 4.533700000E-05 3.316200000E-05 -6.713600000E-05 -2.770800000E-05 -4.278000000E-06 7.477000000E-06 1.211400000E-05 1.314500000E-05 1.260200000E-05
340 1.968794000E-03 1.418395000E-03 1.005060000E-03 7.032910000E-04 4.875210000E-04 3.355780000E-04 2.297950000E-04 1.568160000E-04 1.068910000E-04 7.306100000E-05 5.041900000E-05 3.551500000E-05 2.590500000E-05 1.984200000E-05 1.607400000E-05 -4.112000000E-06 7.748000000E-06 1.275700000E-05 1.428400000E-05
