N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.017352922E+00 1.015843595E+00 1.014736038E+00 1.013859695E+00
1.016672606E+01 1.017347900E+00 1.015833269E+00 1.014718982E+00 1.013834462E+00
1.033324570E+01 1.017340699E+00 1.015818473E+00 1.014694620E+00 1.013798572E+00
1.049996187E+01 1.017330494E+00 1.015797518E+00 1.014660277E+00 1.013748294E+00
1.066670514E+01 1.017316287E+00 1.015768368E+00 1.014612825E+00 1.013679465E+00
1.083333839E+01 1.017297054E+00 1.015728929E+00 1.014549264E+00 1.013588531E+00
1.100000000E+01 1.017272198E+00 1.015677902E+00 1.014468242E+00 1.013475023E+00
1.116672606E+01 1.017242615E+00 1.015616754E+00 1.014373324E+00 1.013346437E+00
1.133324570E+01 1.017212989E+00 1.015553673E+00 1.014279009E+00 1.013226327E+00
1.149996187E+01 1.017196158E+00 1.015510466E+00 1.014219993E+00 1.013164937E+00
1.166670514E+01 1.017220515E+00 1.015532645E+00 1.014262137E+00 1.013248182E+00
1.183333839E+01 1.017340533E+00 1.015700377E+00 1.014509444E+00 1.013596529E+00
1.200000000E+01 1.017647800E+00 1.016133585E+00 1.015097755E+00 1.014346071E+00
1.216672606E+01 1.026514953E+00 1.036360245E+00 1.044588591E+00 1.048967680E+00
1.233324570E+01 1.061297028E+00 1.070326316E+00 1.075726196E+00 1.076904384E+00
1.249996187E+01 1.091410553E+00 1.097244420E+00 1.099320843E+00 1.097902155E+00
1.266670514E+01 1.114949220E+00 1.117347445E+00 1.116990082E+00 1.114050296E+00
1.283333839E+01 1.132363640E+00 1.132361222E+00 1.130670405E+00 1.127000589E+00
1.300000000E+01 1.145277147E+00 1.143995376E+00 1.141680719E+00 1.137665674E+00
