N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.025516310E+00 1.024475287E+00 1.023697148E+00 1.023085594E+00
1.016672606E+01 1.025479807E+00 1.024420661E+00 1.023620978E+00 1.022984599E+00
1.033324570E+01 1.025426606E+00 1.024341270E+00 1.023510636E+00 1.022838835E+00
1.049996187E+01 1.025349330E+00 1.024226420E+00 1.023351766E+00 1.022630098E+00
1.066670514E+01 1.025237628E+00 1.024061394E+00 1.023125069E+00 1.022334586E+00
1.083333839E+01 1.025077317E+00 1.023826615E+00 1.022805808E+00 1.021923173E+00
1.100000000E+01 1.024849650E+00 1.023497428E+00 1.022364737E+00 1.021364216E+00
1.116672606E+01 1.024531283E+00 1.023045609E+00 1.021772245E+00 1.020631351E+00
1.133324570E+01 1.024096085E+00 1.022444589E+00 1.021008386E+00 1.019719135E+00
1.149996187E+01 1.023520807E+00 1.021681154E+00 1.020081424E+00 1.018667409E+00
1.166670514E+01 1.022797408E+00 1.020775953E+00 1.019054227E+00 1.017587986E+00
1.183333839E+01 1.021954222E+00 1.019810821E+00 1.018068549E+00 1.016674761E+00
1.200000000E+01 1.021083563E+00 1.018950383E+00 1.017344890E+00 1.016171653E+00
1.216672606E+01 1.020362519E+00 1.018433763E+00 1.017134222E+00 1.016294308E+00
1.233324570E+01 1.020042288E+00 1.018516145E+00 1.017632534E+00 1.017152561E+00
1.249996187E+01 1.020386693E+00 1.019380672E+00 1.018916469E+00 1.018738299E+00
1.266670514E+01 1.021582908E+00 1.021085766E+00 1.020956086E+00 1.020985320E+00
1.283333839E+01 1.023690697E+00 1.023592475E+00 1.023686146E+00 1.023842474E+00
1.300000000E+01 1.026672586E+00 1.026840172E+00 1.027072145E+00 1.027310622E+00
