N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.472169200E-02 2.348177500E-02 2.202162100E-02 2.046546400E-02
1.600000000E+01 -4.681074000E-03 -5.553233000E-03 -6.991876000E-03 -5.466544000E-03
1.700000000E+01 7.923561900E-02 7.752810200E-02 7.584539000E-02 7.536908500E-02
1.549996187E+01 -1.682650140E-01 -1.611515400E-01 -1.556063630E-01 -1.509685390E-01
1.649996187E+01 5.528160200E-02 5.626875900E-02 5.618733600E-02 5.575108100E-02
1.674996808E+01 7.127173800E-02 6.962589900E-02 6.952879500E-02 6.873139000E-02
1.624993176E+01 3.352039100E-02 3.394091000E-02 3.408435300E-02 3.385298900E-02
1.574996808E+01 -9.283528400E-02 -9.816994600E-02 -9.758116000E-02 -9.539233900E-02
1.524993176E+01 -6.059250000E-03 6.979360000E-03 6.610055000E-03 6.175431000E-03
