N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.120611000E-03 7.697473000E-03 7.722644000E-03 7.893977000E-03
1.600000000E+01 2.105766000E-02 2.151281700E-02 2.013983100E-02 2.103923800E-02
1.700000000E+01 6.007343600E-02 5.957048800E-02 5.898484400E-02 5.949523300E-02
1.549996187E+01 -7.869861900E-02 -7.609988800E-02 -7.473801200E-02 -7.456205100E-02
1.649996187E+01 4.581481600E-02 4.675155700E-02 4.694885100E-02 4.692460400E-02
1.674996808E+01 5.555509400E-02 5.445780500E-02 5.522596800E-02 5.533228900E-02
1.624993176E+01 3.509332900E-02 3.548917000E-02 3.554948300E-02 3.519242400E-02
1.574996808E+01 -6.593886000E-03 -7.090781000E-03 -5.725684000E-03 -5.293517000E-03
1.524993176E+01 -1.099660960E-01 -1.082003020E-01 -1.042544620E-01 -9.893415000E-02
