d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.217809125E+00 1.203600333E+00 1.420879200E-02 1.217735917E+00 1.203454602E+00 1.428131500E-02 7.320800000E-05 1.457310000E-04
150 295 1.215643868E+00 1.203949263E+00 1.169460500E-02 1.215579539E+00 1.203818531E+00 1.176100800E-02 6.432900000E-05 1.307320000E-04
150 300 1.210994967E+00 1.205043622E+00 5.951345000E-03 1.210938260E+00 1.204922380E+00 6.015880000E-03 5.670700000E-05 1.212420000E-04
150 305 1.199802461E+00 1.206124638E+00 -6.322177000E-03 1.199754794E+00 1.206009590E+00 -6.254796000E-03 4.766700000E-05 1.150480000E-04
150 310 1.175566132E+00 1.206441049E+00 -3.087491700E-02 1.175534354E+00 1.206329116E+00 -3.079476200E-02 3.177800000E-05 1.119330000E-04
150 315 1.126739386E+00 1.204013102E+00 -7.727371600E-02 1.126739921E+00 1.203903594E+00 -7.716367300E-02 -5.350000001E-07 1.095080000E-04
150 320 1.044039788E+00 1.002198538E+00 4.184125000E-02 1.044098785E+00 1.002189825E+00 4.190896000E-02 -5.899700000E-05 8.713000000E-06
150 325 1.014346030E+00 1.002421156E+00 1.192487400E-02 1.014296409E+00 1.002410989E+00 1.188542000E-02 4.962100000E-05 1.016700000E-05
150 330 1.015576022E+00 1.002807378E+00 1.276864400E-02 1.015519644E+00 1.002794543E+00 1.272510100E-02 5.637800000E-05 1.283500000E-05
150 335 1.018689314E+00 1.003464152E+00 1.522516200E-02 1.018616344E+00 1.003446753E+00 1.516959100E-02 7.297000000E-05 1.739900000E-05
150 340 1.024305504E+00 1.004542427E+00 1.976307700E-02 1.024200490E+00 1.004517663E+00 1.968282700E-02 1.050140000E-04 2.476400000E-05
180 290 1.215143513E+00 1.200629520E+00 1.451399300E-02 1.215081714E+00 1.200510501E+00 1.457121300E-02 6.179900000E-05 1.190190000E-04
180 295 1.213445883E+00 1.201328295E+00 1.211758800E-02 1.213390722E+00 1.201220786E+00 1.216993600E-02 5.516100000E-05 1.075090000E-04
180 300 1.208666679E+00 1.202549485E+00 6.117194000E-03 1.208617099E+00 1.202448397E+00 6.168702000E-03 4.958000000E-05 1.010880000E-04
180 305 1.197111968E+00 1.203636536E+00 -6.524568000E-03 1.197069602E+00 1.203538712E+00 -6.469110000E-03 4.236600000E-05 9.782400000E-05
180 310 1.172200280E+00 1.203786162E+00 -3.158588200E-02 1.172171987E+00 1.203688776E+00 -3.151678900E-02 2.829300000E-05 9.738600000E-05
180 315 1.123687138E+00 1.201146556E+00 -7.745941800E-02 1.123688703E+00 1.201048881E+00 -7.736017800E-02 -1.565000000E-06 9.767500000E-05
180 320 1.039574350E+00 1.192210930E+00 -1.526365800E-01 1.039630710E+00 1.192114956E+00 -1.524842460E-01 -5.636000000E-05 9.597400000E-05
180 325 1.012965165E+00 1.168458167E+00 -1.554930020E-01 1.012926023E+00 1.168376386E+00 -1.554503630E-01 3.914200000E-05 8.178100000E-05
180 330 1.014131643E+00 1.115754875E+00 -1.016232320E-01 1.014087004E+00 1.115718745E+00 -1.016317410E-01 4.463900000E-05 3.613000000E-05
180 335 1.017028555E+00 1.018025926E+00 -9.973710000E-04 1.016970627E+00 1.018084145E+00 -1.113518000E-03 5.792800000E-05 -5.821900000E-05
180 340 1.022250752E+00 1.011441253E+00 1.080949900E-02 1.022167195E+00 1.011383681E+00 1.078351400E-02 8.355700000E-05 5.757200000E-05
