d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.220566737E+00 1.205354755E+00 1.521198200E-02 1.220527889E+00 1.205280630E+00 1.524725900E-02 3.884800000E-05 7.412500000E-05
150 295 1.218906643E+00 1.205477569E+00 1.342907400E-02 1.218872809E+00 1.205411364E+00 1.346144500E-02 3.383400000E-05 6.620500000E-05
150 300 1.215707697E+00 1.206395893E+00 9.311804000E-03 1.215678094E+00 1.206334974E+00 9.343120000E-03 2.960300000E-05 6.091900000E-05
150 305 1.207804067E+00 1.207390531E+00 4.135360000E-04 1.207778982E+00 1.207333283E+00 4.456990000E-04 2.508500000E-05 5.724800000E-05
150 310 1.190234010E+00 1.207791318E+00 -1.755730800E-02 1.190215882E+00 1.207736159E+00 -1.752027700E-02 1.812800000E-05 5.515900000E-05
150 315 1.153467993E+00 1.205843751E+00 -5.237575800E-02 1.153463348E+00 1.205790096E+00 -5.232674800E-02 4.645000000E-06 5.365500000E-05
150 320 1.088925804E+00 1.002299538E+00 8.662626600E-02 1.088946403E+00 1.002294994E+00 8.665140900E-02 -2.059900000E-05 4.544000000E-06
150 325 1.014675425E+00 1.002513651E+00 1.216177400E-02 1.014650083E+00 1.002508450E+00 1.214163300E-02 2.534200000E-05 5.201000000E-06
150 330 1.015158992E+00 1.002877948E+00 1.228104400E-02 1.015131867E+00 1.002871550E+00 1.226031700E-02 2.712500000E-05 6.398000000E-06
150 335 1.017294107E+00 1.003490214E+00 1.380389300E-02 1.017261045E+00 1.003481781E+00 1.377926400E-02 3.306200000E-05 8.433000000E-06
150 340 1.021609451E+00 1.004489271E+00 1.712018000E-02 1.021564053E+00 1.004477571E+00 1.708648200E-02 4.539800000E-05 1.170000000E-05
180 290 1.218594185E+00 1.202891182E+00 1.570300300E-02 1.218560216E+00 1.202828385E+00 1.573183100E-02 3.396900000E-05 6.279700000E-05
180 295 1.217534251E+00 1.203303830E+00 1.423042100E-02 1.217504359E+00 1.203247940E+00 1.425641900E-02 2.989200000E-05 5.589000000E-05
180 300 1.214537109E+00 1.204326700E+00 1.021040900E-02 1.214510509E+00 1.204274819E+00 1.023569000E-02 2.660000000E-05 5.188100000E-05
180 305 1.206973160E+00 1.205339787E+00 1.633373000E-03 1.206950058E+00 1.205290311E+00 1.659747000E-03 2.310200000E-05 4.947600000E-05
180 310 1.190091155E+00 1.205649249E+00 -1.555809400E-02 1.190073730E+00 1.205600654E+00 -1.552692400E-02 1.742500000E-05 4.859500000E-05
180 315 1.156053187E+00 1.203707470E+00 -4.765428300E-02 1.156047198E+00 1.203659033E+00 -4.761183500E-02 5.989000000E-06 4.843700000E-05
180 320 1.093841295E+00 1.196701926E+00 -1.028606310E-01 1.093857481E+00 1.196653795E+00 -1.027963140E-01 -1.618600000E-05 4.813100000E-05
180 325 1.013446434E+00 1.177611655E+00 -1.641652210E-01 1.013425723E+00 1.177568138E+00 -1.641424150E-01 2.071100000E-05 4.351700000E-05
180 330 1.013785195E+00 1.134405662E+00 -1.206204670E-01 1.013763279E+00 1.134379151E+00 -1.206158720E-01 2.191600000E-05 2.651100000E-05
180 335 1.015588963E+00 1.050994035E+00 -3.540507200E-02 1.015562633E+00 1.051007089E+00 -3.544445600E-02 2.633000000E-05 -1.305400000E-05
180 340 1.019324174E+00 1.011611246E+00 7.712928000E-03 1.019288519E+00 1.011582560E+00 7.705959000E-03 3.565500000E-05 2.868600000E-05
210 290 1.217663560E+00 1.200967023E+00 1.669653700E-02 1.217632632E+00 1.200911467E+00 1.672116500E-02 3.092800000E-05 5.555600000E-05
210 295 1.216819903E+00 1.201533066E+00 1.528683700E-02 1.216792414E+00 1.201482712E+00 1.530970200E-02 2.748900000E-05 5.035400000E-05
210 300 1.214161303E+00 1.202710108E+00 1.145119500E-02 1.214136498E+00 1.202662446E+00 1.147405200E-02 2.480500000E-05 4.766200000E-05
210 305 1.206965976E+00 1.203708200E+00 3.257776000E-03 1.206943938E+00 1.203662963E+00 3.280975000E-03 2.203800000E-05 4.523700000E-05
210 310 1.190897425E+00 1.203956115E+00 -1.305869000E-02 1.190880001E+00 1.203911759E+00 -1.303175800E-02 1.742400000E-05 4.435600000E-05
210 315 1.158337289E+00 1.201783050E+00 -4.344576100E-02 1.158329461E+00 1.201737887E+00 -4.340842600E-02 7.828000000E-06 4.516300000E-05
210 320 1.099031520E+00 1.194450744E+00 -9.541922400E-02 1.099042902E+00 1.194404760E+00 -9.536185800E-02 -1.138200000E-05 4.598400000E-05
210 325 1.012605237E+00 1.174922548E+00 -1.623173110E-01 1.012587402E+00 1.174879683E+00 -1.622922810E-01 1.783500000E-05 4.286500000E-05
210 330 1.012810231E+00 1.131168188E+00 -1.183579570E-01 1.012791589E+00 1.131139917E+00 -1.183483280E-01 1.864200000E-05 2.827100000E-05
210 335 1.014328847E+00 1.047365063E+00 -3.303621600E-02 1.014306823E+00 1.047372854E+00 -3.306603100E-02 2.202400000E-05 -7.791000000E-06
210 340 1.017563627E+00 1.010794235E+00 6.769392000E-03 1.017534307E+00 1.010770277E+00 6.764030000E-03 2.932000000E-05 2.395800000E-05
240 290 1.217072765E+00 1.199772569E+00 1.730019600E-02 1.217043784E+00 1.199722180E+00 1.732160400E-02 2.898100000E-05 5.038900000E-05
240 295 1.216317917E+00 1.200392909E+00 1.592500800E-02 1.216291966E+00 1.200347273E+00 1.594469300E-02 2.595100000E-05 4.563600000E-05
240 300 1.213718894E+00 1.201444177E+00 1.227471700E-02 1.213695187E+00 1.201400962E+00 1.229422500E-02 2.370700000E-05 4.321500000E-05
240 305 1.206868746E+00 1.202420366E+00 4.448380000E-03 1.206847217E+00 1.202378320E+00 4.468897000E-03 2.152900000E-05 4.204600000E-05
240 310 1.191516508E+00 1.202558982E+00 -1.104247400E-02 1.191498656E+00 1.202516524E+00 -1.101786800E-02 1.785200000E-05 4.245800000E-05
240 315 1.160500253E+00 1.200273320E+00 -3.977306700E-02 1.160490393E+00 1.200230212E+00 -3.973981900E-02 9.860000000E-06 4.310800000E-05
240 320 1.103043626E+00 1.192610491E+00 -8.956686500E-02 1.103050321E+00 1.192565712E+00 -8.951539100E-02 -6.695000000E-06 4.477900000E-05
240 325 1.012025306E+00 1.172840409E+00 -1.608151030E-01 1.012009401E+00 1.172797260E+00 -1.607878590E-01 1.590500000E-05 4.314900000E-05
240 330 1.012126641E+00 1.129041069E+00 -1.169144280E-01 1.012110232E+00 1.129009907E+00 -1.168996750E-01 1.640900000E-05 3.116200000E-05
240 335 1.013425563E+00 1.045705341E+00 -3.227977800E-02 1.013406491E+00 1.045706255E+00 -3.229976400E-02 1.907200000E-05 -9.140000001E-07
240 340 1.016264343E+00 1.010190060E+00 6.074283000E-03 1.016239433E+00 1.010169373E+00 6.070060000E-03 2.491000000E-05 2.068700000E-05
