d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.219006350E+00 1.204329565E+00 1.467678500E-02 1.218953563E+00 1.204226361E+00 1.472720200E-02 5.278700000E-05 1.032040000E-04
150 295 1.217099741E+00 1.204584019E+00 1.251572200E-02 1.217053554E+00 1.204491624E+00 1.256193000E-02 4.618700000E-05 9.239500000E-05
150 300 1.213161437E+00 1.205605716E+00 7.555721000E-03 1.213120880E+00 1.205520321E+00 7.600559000E-03 4.055700000E-05 8.539500000E-05
150 305 1.203559151E+00 1.206653436E+00 -3.094285000E-03 1.203524967E+00 1.206572744E+00 -3.047777000E-03 3.418400000E-05 8.069200000E-05
150 310 1.182516491E+00 1.207012484E+00 -2.449599300E-02 1.182492913E+00 1.206934309E+00 -2.444139600E-02 2.357800000E-05 7.817500000E-05
150 315 1.139385289E+00 1.204804784E+00 -6.541949500E-02 1.139382873E+00 1.204728507E+00 -6.534563400E-02 2.416000000E-06 7.627700000E-05
150 320 1.065008055E+00 1.002239717E+00 6.276833800E-02 1.065044640E+00 1.002233483E+00 6.281115700E-02 -3.658500000E-05 6.234000000E-06
150 325 1.014430616E+00 1.002458261E+00 1.197235500E-02 1.014395533E+00 1.002451048E+00 1.194448500E-02 3.508300000E-05 7.213000000E-06
150 330 1.015322685E+00 1.002834427E+00 1.248825800E-02 1.015283859E+00 1.002825422E+00 1.245843700E-02 3.882600000E-05 9.005000000E-06
150 335 1.017992007E+00 1.003471130E+00 1.452087700E-02 1.017943013E+00 1.003459067E+00 1.448394600E-02 4.899400000E-05 1.206300000E-05
150 340 1.023022150E+00 1.004513973E+00 1.850817700E-02 1.022952950E+00 1.004496986E+00 1.845596400E-02 6.920000000E-05 1.698700000E-05
180 290 1.216674009E+00 1.201585163E+00 1.508884600E-02 1.216628758E+00 1.201499340E+00 1.512941800E-02 4.525100000E-05 8.582300000E-05
180 295 1.215320826E+00 1.202157468E+00 1.316335800E-02 1.215280710E+00 1.202080634E+00 1.320007600E-02 4.011600000E-05 7.683400000E-05
180 300 1.211457601E+00 1.203297058E+00 8.160543000E-03 1.211421723E+00 1.203225227E+00 8.196496000E-03 3.587800000E-05 7.183100000E-05
180 305 1.201923214E+00 1.204358475E+00 -2.435261000E-03 1.201892343E+00 1.204289406E+00 -2.397063000E-03 3.087100000E-05 6.906900000E-05
180 310 1.181035815E+00 1.204589681E+00 -2.355386600E-02 1.181013992E+00 1.204521319E+00 -2.350732700E-02 2.182300000E-05 6.836200000E-05
180 315 1.139663713E+00 1.202281231E+00 -6.261751800E-02 1.139660777E+00 1.202212854E+00 -6.255207700E-02 2.936000000E-06 6.837700000E-05
