fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0106GEW40S05 1455846297 0 555 1.077635235E+19 4.752204775E-06 5.150000000E-04 6.452269871E-01 5.121929800E+02 1.398395322E-03 
L0106GEW40S10 1455846297 0 555 1.286749857E+19 1.219673476E-05 5.150000000E-04 6.480524768E-01 5.639989297E+02 1.719102230E-03 
L0106GEW40S15 1455846297 0 555 1.328506846E+19 2.382549284E-05 5.150000000E-04 6.490298074E-01 5.831123680E+02 2.022956252E-03 
L0106GEW40S20 1455846297 0 555 1.368788301E+19 3.508378665E-05 5.150000000E-04 6.497935198E-01 5.984978654E+02 2.088211519E-03 
L0106GEW40S25 1455846297 0 555 1.383340583E+19 4.928499958E-05 5.150000000E-04 6.500327108E-01 6.033995103E+02 2.188261152E-03 
L0109GEW40S30 1455846297 0 555 1.405526597E+19 7.640701533E-05 5.150000000E-04 6.486514587E-01 5.756374268E+02 2.092357541E-03 
L0110GEW40S40 1455846297 0 555 1.428713980E+19 9.999999505E+01 5.150000000E-04 6.492053435E-01 5.866132797E+02 2.037503230E-03 
L0110GEW40S50 1455846297 0 555 1.436870773E+19 9.999999910E+01 5.150000000E-04 6.498592947E-01 5.998417803E+02 2.173637279E-03 
L0117GEW40S25 1455846297 0 555 1.413667457E+19 5.152066483E-05 5.150000000E-04 6.491365982E-01 5.852397194E+02 1.984458677E-03 
L0117GEW40S30 1455846297 0 555 1.418063031E+19 1.694057133E-04 5.150000000E-04 6.494940470E-01 5.924169881E+02 1.964643033E-03 
