4.6000E-3 -9.4860E-4
2.2500E-2 -9.3050E-4
4.2500E-2 -9.0890E-4
6.2500E-2 -5.3700E-5
8.2800E-2 -8.5090E-4
1.0290E-1 -8.1140E-4
1.2280E-1 -7.6250E-4
1.4310E-1 -7.0120E-4
1.6330E-1 -9.0100E-5
1.8320E-1 -5.3600E-4
2.0330E-1 -4.2350E-4
2.2330E-1 -2.8450E-4
2.4380E-1 -1.1360E-4
2.6370E-1 9.6050E-5
2.8380E-1 3.5000E-4
3.0390E-1 6.8060E-4
3.2390E-1 1.0929E-3
3.4280E-1 1.6280E-3
3.6390E-1 2.3420E-3
3.8410E-1 3.2980E-3
4.0430E-1 4.6000E-3
4.2450E-1 6.3820E-3
4.4460E-1 8.7710E-3
4.6450E-1 1.1960E-2
4.8460E-1 1.6110E-2
5.0470E-1 2.1460E-2
