N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 290 2.100E-4 1.256704330E+00 1.309940378E+00
1.468000E+10 1.000E+17 290 2.100E-4 1.263360977E+00 1.310110011E+00
2.154000E+10 1.000E+17 290 2.100E-4 1.269564542E+00 1.310356705E+00
3.162000E+10 1.000E+17 290 2.100E-4 1.275613750E+00 1.310714329E+00
4.642000E+10 1.000E+17 290 2.100E-4 1.281626606E+00 1.311230139E+00
6.813000E+10 1.000E+17 290 2.100E-4 1.287583501E+00 1.311968517E+00
1.000000E+11 1.000E+17 290 2.100E-4 1.293405575E+00 1.313014229E+00
1.468000E+11 1.000E+17 290 2.100E-4 1.299041142E+00 1.314473314E+00
2.154000E+11 1.000E+17 290 2.100E-4 1.304523337E+00 1.316468592E+00
3.162000E+11 1.000E+17 290 2.100E-4 1.309976014E+00 1.319126141E+00
4.642000E+11 1.000E+17 290 2.100E-4 1.315571926E+00 1.322550634E+00
6.813000E+11 1.000E+17 290 2.100E-4 1.321467538E+00 1.326793223E+00
1.000000E+12 1.000E+17 290 2.100E-4 1.327749862E+00 1.331828971E+00
1.468000E+12 1.000E+17 290 2.100E-4 1.334404905E+00 1.337543793E+00
2.154000E+12 1.000E+17 290 2.100E-4 1.341336755E+00 1.343762591E+00
3.162000E+12 1.000E+17 290 2.100E-4 1.348402592E+00 1.350283014E+00
4.642000E+12 1.000E+17 290 2.100E-4 1.355494759E+00 1.356954004E+00
6.813000E+12 1.000E+17 290 2.100E-4 1.362522383E+00 1.363653542E+00
1.000000E+13 1.000E+17 290 2.100E-4 1.369409560E+00 1.370285222E+00
