T d154 d184 d214 d244
d 150 180 210 240
290 2.647571000E-03 2.127070000E-03 1.778585000E-03 1.532569000E-03
295 2.397189000E-03 1.951021000E-03 1.656457000E-03 1.450616000E-03
300 2.255148000E-03 1.873055000E-03 1.621261000E-03 1.446815000E-03
305 2.179405000E-03 1.856301000E-03 1.642470000E-03 1.496802000E-03
310 2.162819000E-03 1.890473000E-03 1.707707000E-03 1.584401000E-03
315 2.155717000E-03 1.927896000E-03 1.772090000E-03 1.660552000E-03
320 2.106204000E-03 1.895535000E-03 1.747058000E-03 1.630087000E-03
325 2.033748000E-03 1.552277000E-03 1.379191000E-03 1.229953000E-03
330 7.595200000E-04 4.957990000E-04 2.739960000E-04 7.941100000E-05
335 1.280420000E-03 9.782920000E-04 7.841030000E-04 6.480190000E-04
340 1.357491000E-03 1.071361000E-03 8.815230000E-04 7.471980000E-04
