Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.264467560E+00 1.220693416E+00 4.377414400E-02 1.246002087E+00 1.205799998E+00 4.020208900E-02 1.846547300E-02 1.489341800E-02
1.468000E+10 1.264584752E+00 1.220923819E+00 4.366093300E-02 1.251354736E+00 1.210477729E+00 4.087700700E-02 1.323001600E-02 1.044609000E-02
2.154000E+10 1.264754489E+00 1.221254964E+00 4.349952500E-02 1.255352399E+00 1.213987678E+00 4.136472100E-02 9.402090000E-03 7.267286000E-03
3.162000E+10 1.264998906E+00 1.221726506E+00 4.327240000E-02 1.258368701E+00 1.216703964E+00 4.166473700E-02 6.630205000E-03 5.022542000E-03
4.642000E+10 1.265347920E+00 1.222389318E+00 4.295860200E-02 1.260704373E+00 1.218936457E+00 4.176791600E-02 4.643547000E-03 3.452861000E-03
6.813000E+10 1.265840569E+00 1.223304298E+00 4.253627100E-02 1.262605967E+00 1.220940153E+00 4.166581400E-02 3.234602000E-03 2.364145000E-03
1.000000E+11 1.266525060E+00 1.224537219E+00 4.198784100E-02 1.264279650E+00 1.222922865E+00 4.135678500E-02 2.245410000E-03 1.614354000E-03
1.468000E+11 1.267456516E+00 1.226147277E+00 4.130923900E-02 1.265899211E+00 1.225045798E+00 4.085341300E-02 1.557305000E-03 1.101479000E-03
2.154000E+11 1.268691158E+00 1.228170131E+00 4.052102700E-02 1.267608475E+00 1.227416907E+00 4.019156800E-02 1.082683000E-03 7.532240000E-04
3.162000E+11 1.270277094E+00 1.230600641E+00 3.967645300E-02 1.269519175E+00 1.230081962E+00 3.943721300E-02 7.579190000E-04 5.186790000E-04
4.642000E+11 1.272244107E+00 1.233385930E+00 3.885817700E-02 1.271706720E+00 1.233023841E+00 3.868287900E-02 5.373870000E-04 3.620890000E-04
6.813000E+11 1.274597097E+00 1.236437439E+00 3.815965800E-02 1.274208474E+00 1.236179080E+00 3.802939400E-02 3.886230000E-04 2.583590000E-04
1.000000E+12 1.277316937E+00 1.239659374E+00 3.765756300E-02 1.277028296E+00 1.239469514E+00 3.755878200E-02 2.886410000E-04 1.898600000E-04
1.468000E+12 1.280368348E+00 1.242979064E+00 3.738928400E-02 1.280147122E+00 1.242834694E+00 3.731242800E-02 2.212260000E-04 1.443700000E-04
2.154000E+12 1.283711221E+00 1.246363825E+00 3.734739600E-02 1.283536112E+00 1.246250177E+00 3.728593500E-02 1.751090000E-04 1.136480000E-04
3.162000E+12 1.287311562E+00 1.249820239E+00 3.749132300E-02 1.287168926E+00 1.249727952E+00 3.744097400E-02 1.426360000E-04 9.228700000E-05
4.642000E+12 1.291149165E+00 1.253381658E+00 3.776750700E-02 1.291030351E+00 1.253304788E+00 3.772556300E-02 1.188140000E-04 7.687000000E-05
6.813000E+12 1.295219218E+00 1.257092560E+00 3.812665800E-02 1.295118722E+00 1.257027325E+00 3.809139700E-02 1.004960000E-04 6.523500000E-05
1.000000E+13 1.299526816E+00 1.260996409E+00 3.853040700E-02 1.299441061E+00 1.260940354E+00 3.850070700E-02 8.575500000E-05 5.605500000E-05
