T nFsrh nFBsrh dnsrh nF nFB dn
290 1.145956445E+00 1.138679991E+0 7.276454000E-03 1.145956445E+00 1.138679991E+0 7.276454000E-03
295 1.138767480E+00 1.136189782E+0 2.577698000E-03 1.138767480E+00 1.136189782E+0 2.577698000E-03
300 1.118443467E+00 1.128050112E+0 -9.606645000E-03 1.118443467E+00 1.128050112E+0 -9.606645000E-03
305 1.102756111E+00 1.110990942E+0 -8.234831000E-03 1.102756111E+00 1.110990942E+0 -8.234831000E-03
310 1.076584513E+00 1.084884565E+0 -8.300052000E-03 1.076584513E+00 1.084884565E+0 -8.300052000E-03
315 1.045098720E+00 1.056066704E+0 -1.096798400E-02 1.045098720E+00 1.056066704E+0 -1.096798400E-02
320 1.008348817E+00 1.032680463E+0 -2.433164600E-02 1.008348817E+00 1.032680463E+0 -2.433164600E-02
325 1.007271011E+00 1.017618893E+0 -1.034788200E-02 1.007271011E+00 1.017618893E+0 -1.034788200E-02
330 1.008029962E+00 1.009167267E+0 -1.137305000E-03 1.008029962E+00 1.009167267E+0 -1.137305000E-03
335 1.009994219E+00 1.004728593E+0 5.265626000E-03 1.009994219E+00 1.004728593E+0 5.265626000E-03
340 1.016836160E+00 1.002452300E+0 1.438386000E-02 1.016836160E+00 1.002452300E+0 1.438386000E-02
