N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 4.508179000E-03 3.166983000E-03 2.200632000E-03 1.515981000E-03 1.036743000E-03 7.041910000E-04 4.748990000E-04 3.176100000E-04 2.102490000E-04 1.374180000E-04 8.848000000E-05 5.611100000E-05 3.525100000E-05 2.232300000E-05 1.469700000E-05 1.038600000E-05 7.967000000E-06 6.530000000E-06 5.583000000E-06
1.600000000E+01 1.399920300E-02 9.745742000E-03 6.736489000E-03 4.634337000E-03 3.178691000E-03 2.176903000E-03 1.490698000E-03 1.022520000E-03 7.043450000E-04 4.887590000E-04 3.428750000E-04 2.437230000E-04 1.755070000E-04 1.278480000E-04 9.411900000E-05 7.021500000E-05 5.330300000E-05 4.137500000E-05 3.289300000E-05
1.700000000E+01 1.132046260E-01 8.686174200E-02 6.500156300E-02 4.770321200E-02 3.448940700E-02 2.464407400E-02 1.743635200E-02 1.223168500E-02 8.521474000E-03 5.912720000E-03 4.105828000E-03 2.873326000E-03 2.043522000E-03 1.488709000E-03 1.116448000E-03 8.624610000E-04 6.840740000E-04 5.540730000E-04 4.555610000E-04
1.549996187E+01 1.596398000E-03 1.149799000E-03 8.153330000E-04 5.716400000E-04 3.976450000E-04 2.752330000E-04 1.900470000E-04 1.312720000E-04 9.102900000E-05 6.370200000E-05 4.533700000E-05 3.316200000E-05 -6.713600000E-05 -2.770800000E-05 -4.278000000E-06 7.477000000E-06 1.211400000E-05 1.314500000E-05 1.260200000E-05
1.649996187E+01 5.045068100E-02 3.659748100E-02 2.613476400E-02 1.843319100E-02 1.287112000E-02 8.912383000E-03 6.127494000E-03 4.187680000E-03 2.848455000E-03 1.931776000E-03 1.309905000E-03 8.919920000E-04 6.138160000E-04 4.301280000E-04 3.093660000E-04 2.297020000E-04 1.764260000E-04 1.399020000E-04 1.139570000E-04
1.674996808E+01 7.793499100E-02 5.801639500E-02 4.232897800E-02 3.040118700E-02 2.156079100E-02 1.512977700E-02 1.051898300E-02 7.254448000E-03 4.970419000E-03 3.391521000E-03 2.313753000E-03 1.587627000E-03 1.104421000E-03 7.857400000E-04 5.759200000E-04 4.364500000E-04 3.416330000E-04 2.749410000E-04 2.260750000E-04
1.624993176E+01 3.011523400E-02 2.138324000E-02 1.500596000E-02 1.043593700E-02 7.206925000E-03 4.949588000E-03 3.384534000E-03 2.306706000E-03 1.568815000E-03 1.066529000E-03 7.264280000E-04 4.973160000E-04 3.436280000E-04 2.407850000E-04 1.721200000E-04 1.262240000E-04 9.536000000E-05 7.432100000E-05 5.961300000E-05
1.574996808E+01 -1.854430000E-04 -2.296360000E-04 -2.095340000E-04 -1.661480000E-04 -1.198170000E-04 -7.879600000E-05 -4.503900000E-05 -1.798700000E-05 3.681000000E-06 2.101000000E-05 3.429900000E-05 4.313000000E-05 4.694700000E-05 4.596900000E-05 4.150300000E-05 3.542500000E-05 2.930100000E-05 2.395000000E-05 1.961500000E-05
1.524993176E+01 2.211007000E-03 1.563084000E-03 1.091363000E-03 7.546870000E-04 5.178360000E-04 3.529480000E-04 2.390620000E-04 1.609270000E-04 1.076880000E-04 7.172600000E-05 4.774200000E-05 3.204400000E-05 2.202400000E-05 1.581300000E-05 1.205700000E-05 9.797000000E-06 8.399000000E-06 7.470000000E-06 6.795000000E-06
