N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 7.787044000E-03 8.399041000E-03 9.401683000E-03 1.069852900E-02 1.259509800E-02 1.494860300E-02 1.761321200E-02 2.080591200E-02 2.435019800E-02 2.779490200E-02 3.144882200E-02
1.016672606E+01 5.680532000E-03 6.063898000E-03 6.722496000E-03 7.579589000E-03 8.880318000E-03 1.051649800E-02 1.238435900E-02 1.466127800E-02 1.722321700E-02 1.975153500E-02 2.248286000E-02
1.033324570E+01 4.098520000E-03 4.336513000E-03 4.766575000E-03 5.328870000E-03 6.213451000E-03 7.339068000E-03 8.631658000E-03 1.023034500E-02 1.204805100E-02 1.386241400E-02 1.585091100E-02
1.049996187E+01 2.933393000E-03 3.078378000E-03 3.356731000E-03 3.722814000E-03 4.319982000E-03 5.088011000E-03 5.974090000E-03 7.084032000E-03 8.356673000E-03 9.638527000E-03 1.105989100E-02
1.066670514E+01 2.091033000E-03 2.175923000E-03 2.353283000E-03 2.588909000E-03 2.988847000E-03 3.508925000E-03 4.111674000E-03 4.875740000E-03 5.758385000E-03 6.654332000E-03 7.658073000E-03
1.083333839E+01 1.491633000E-03 1.537373000E-03 1.647277000E-03 1.796064000E-03 2.061118000E-03 2.410373000E-03 2.817282000E-03 3.339545000E-03 3.947344000E-03 4.569114000E-03 5.272457000E-03
1.100000000E+01 1.070587000E-03 1.090733000E-03 1.155515000E-03 1.246384000E-03 1.419428000E-03 1.651476000E-03 1.923802000E-03 2.278339000E-03 2.694379000E-03 3.123720000E-03 3.614417000E-03
1.116672606E+01 7.780300000E-04 7.812800000E-04 8.159650000E-04 8.682120000E-04 9.786880000E-04 1.130586000E-03 1.310722000E-03 1.549526000E-03 1.832625000E-03 2.127881000E-03 2.469422000E-03
1.133324570E+01 5.773860000E-04 5.685150000E-04 5.833210000E-04 6.099850000E-04 6.780560000E-04 7.753560000E-04 8.925660000E-04 1.051766000E-03 1.243052000E-03 1.445208000E-03 1.682560000E-03
1.149996187E+01 4.374410000E-04 4.250610000E-04 4.250060000E-04 4.349400000E-04 4.745260000E-04 5.348260000E-04 6.092370000E-04 7.138650000E-04 8.418870000E-04 9.794840000E-04 1.144052000E-03
1.166670514E+01 3.408000000E-04 3.250560000E-04 3.177490000E-04 3.170760000E-04 3.377900000E-04 3.732600000E-04 4.187520000E-04 4.861530000E-04 5.706900000E-04 6.634870000E-04 7.771010000E-04
1.183333839E+01 2.736040000E-04 2.568180000E-04 2.450230000E-04 2.379790000E-04 2.504100000E-04 2.655750000E-04 2.917920000E-04 3.339480000E-04 3.887340000E-04 4.504730000E-04 5.283700000E-04
1.200000000E+01 2.248170000E-04 2.082010000E-04 1.951510000E-04 1.846930000E-04 1.883170000E-04 1.960760000E-04 2.077410000E-04 2.330410000E-04 2.676330000E-04 3.079750000E-04 3.608050000E-04
1.216672606E+01 1.885790000E-04 1.732230000E-04 1.600630000E-04 1.482020000E-04 1.461120000E-04 1.480670000E-04 1.523390000E-04 1.664780000E-04 1.875750000E-04 2.132640000E-04 2.486590000E-04
1.233324570E+01 1.599560000E-04 1.464990000E-04 1.343450000E-04 1.224000000E-04 1.172360000E-04 1.149630000E-04 1.154810000E-04 1.225200000E-04 1.347170000E-04 1.505660000E-04 1.738990000E-04
1.249996187E+01 1.366580000E-04 1.253380000E-04 1.145450000E-04 1.033270000E-04 9.712000000E-05 9.297300000E-05 9.060200000E-05 9.321400000E-05 9.967800000E-05 1.089430000E-04 1.241050000E-04
1.266670514E+01 1.168370000E-04 1.076430000E-04 9.856300000E-05 8.849900000E-05 8.195500000E-05 7.723900000E-05 7.333600000E-05 7.328400000E-05 7.612600000E-05 8.107300000E-05 9.072600000E-05
1.283333839E+01 9.973200000E-05 9.252200000E-05 8.510800000E-05 7.642200000E-05 7.033900000E-05 6.545600000E-05 6.090700000E-05 5.934600000E-05 5.994300000E-05 6.212100000E-05 6.805500000E-05
1.300000000E+01 8.477100000E-05 7.932500000E-05 7.344800000E-05 6.619800000E-05 6.083900000E-05 5.621400000E-05 5.157300000E-05 4.925200000E-05 4.853600000E-05 4.896200000E-05 5.243200000E-05
