N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.211700680E+00 1.209200950E+00 1.207087491E+00 1.204688952E+00
1.016672606E+01 1.214032595E+00 1.211409093E+00 1.209219269E+00 1.206794265E+00
1.033324570E+01 1.215766051E+00 1.213035103E+00 1.210676155E+00 1.208283994E+00
1.049996187E+01 1.217048894E+00 1.214236917E+00 1.211826015E+00 1.209512121E+00
1.066670514E+01 1.218004106E+00 1.215143330E+00 1.212750758E+00 1.210495696E+00
1.083333839E+01 1.218734538E+00 1.215860471E+00 1.213548561E+00 1.211332116E+00
1.100000000E+01 1.219326753E+00 1.216477907E+00 1.214258921E+00 1.212123108E+00
1.116672606E+01 1.219855675E+00 1.217066081E+00 1.214964536E+00 1.212961398E+00
1.133324570E+01 1.220389727E+00 1.217721400E+00 1.215775245E+00 1.213947529E+00
1.149996187E+01 1.220995856E+00 1.218499514E+00 1.216747761E+00 1.215136035E+00
1.166670514E+01 1.221743511E+00 1.219481571E+00 1.217980161E+00 1.216632303E+00
1.183333839E+01 1.222706172E+00 1.220732046E+00 1.219522402E+00 1.218480760E+00
1.200000000E+01 1.223959319E+00 1.222310045E+00 1.221406636E+00 1.220671231E+00
1.216672606E+01 1.225573779E+00 1.224294655E+00 1.223706932E+00 1.223227386E+00
1.233324570E+01 1.227605613E+00 1.226689203E+00 1.226376943E+00 1.226098926E+00
1.249996187E+01 1.230085810E+00 1.229487642E+00 1.229386820E+00 1.229247176E+00
1.266670514E+01 1.233014764E+00 1.232661997E+00 1.232700413E+00 1.232641940E+00
1.283333839E+01 1.236365114E+00 1.236174468E+00 1.236288369E+00 1.236269809E+00
1.300000000E+01 1.240093080E+00 1.239990887E+00 1.240135672E+00 1.240133789E+00
