N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.215231620E+00 1.211936237E+00 1.209208244E+00 1.206504783E+00
1.016672606E+01 1.219068642E+00 1.215769956E+00 1.213080668E+00 1.210438554E+00
1.033324570E+01 1.221922820E+00 1.218620698E+00 1.215975149E+00 1.213406080E+00
1.049996187E+01 1.224060427E+00 1.220774137E+00 1.218194898E+00 1.215726248E+00
1.066670514E+01 1.225697529E+00 1.222463504E+00 1.219988968E+00 1.217662218E+00
1.083333839E+01 1.227013284E+00 1.223882390E+00 1.221564218E+00 1.219431771E+00
1.100000000E+01 1.228160015E+00 1.225194953E+00 1.223094258E+00 1.221213631E+00
1.116672606E+01 1.229270861E+00 1.226542459E+00 1.224723194E+00 1.223147481E+00
1.133324570E+01 1.230455981E+00 1.228045101E+00 1.226563261E+00 1.225327977E+00
1.149996187E+01 1.231843795E+00 1.229796849E+00 1.228687808E+00 1.227798011E+00
1.166670514E+01 1.233500761E+00 1.231865103E+00 1.231125416E+00 1.230549827E+00
1.183333839E+01 1.235489030E+00 1.234269443E+00 1.233863466E+00 1.233540074E+00
1.200000000E+01 1.237854956E+00 1.237005335E+00 1.236862097E+00 1.236715107E+00
1.216672606E+01 1.240585859E+00 1.240033866E+00 1.240073563E+00 1.240035113E+00
1.233324570E+01 1.243674862E+00 1.243321599E+00 1.243468631E+00 1.243487072E+00
1.249996187E+01 1.247068058E+00 1.246844805E+00 1.247045001E+00 1.247084589E+00
1.266670514E+01 1.250754920E+00 1.250588223E+00 1.250808913E+00 1.250858674E+00
1.283333839E+01 1.254710265E+00 1.254569706E+00 1.254796437E+00 1.254845648E+00
1.300000000E+01 1.258932915E+00 1.258803186E+00 1.259030549E+00 1.259077424E+00
