fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_315 001_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.383295469E-15 1.000000000E+20 1.264373966E+00 1.021933053E-15 1.243535244E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.881742957E-16 1.000000000E+20 1.320123668E+00 9.332591883E-16 1.344070258E-03 
002_315 002_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.719494997E-15 1.000000000E+20 1.279919196E+00 1.454955317E-15 1.875424613E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.150749207E-15 1.000000000E+20 1.320163144E+00 1.369772272E-15 1.349990401E-03 
003_315 003_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.205673452E-15 1.000000000E+20 1.291708317E+00 2.092827020E-15 2.710930264E-04 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.676058091E-15 1.000000000E+20 1.320220179E+00 2.010412800E-15 1.358641047E-03 
004_315 004_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.905483678E-15 1.000000000E+20 1.300406228E+00 3.030700673E-15 3.763592758E-04 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.432704172E-15 1.000000000E+20 1.320302111E+00 2.950591825E-15 1.371255109E-03 
005_315 005_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.090511475E-14 1.000000000E+20 1.306709838E+00 4.408293958E-15 5.025544619E-04 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.513536966E-15 1.000000000E+20 1.320418689E+00 4.330270104E-15 1.389594084E-03 
006_315 006_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.231709248E-14 1.000000000E+20 1.311242376E+00 6.430650760E-15 6.465959105E-04 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.039545842E-15 1.000000000E+20 1.320582301E+00 6.354719684E-15 1.416142333E-03 
007_315 007_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.428060098E-14 1.000000000E+20 1.314513368E+00 9.398554927E-15 8.041417950E-04 
007_315_SRH 007_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.159814882E-15 1.000000000E+20 1.320807599E+00 9.324936083E-15 1.454340911E-03 
008_315 008_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.695455911E-14 1.000000000E+20 1.316916395E+00 1.375309416E-14 9.716968944E-04 
008_315_SRH 008_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.004336029E-14 1.000000000E+20 1.321109980E+00 1.368219225E-14 1.508835478E-03 
009_315 009_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.049984061E-14 1.000000000E+20 1.318742489E+00 2.014098543E-14 1.148870083E-03 
009_315_SRH 009_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.385884923E-14 1.000000000E+20 1.321501938E+00 2.007334453E-14 1.585671938E-03 
010_315 010_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.505116648E-14 1.000000000E+20 1.320196605E+00 2.951045029E-14 1.339649085E-03 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.877265383E-14 1.000000000E+20 1.325037054E+00 2.951999932E-14 1.691482979E-03 
011_315 011_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.068883222E-14 1.000000000E+20 1.321412499E+00 4.325207822E-14 1.552131695E-03 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.492461726E-14 1.000000000E+20 1.333918735E+00 4.360093235E-14 1.855345536E-03 
012_315 012_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.765804816E-14 1.000000000E+20 1.333668815E+00 6.399662105E-14 1.816117471E-03 
012_315_SRH 012_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.216185280E-14 1.000000000E+20 1.334606401E+00 6.395424329E-14 2.037434863E-03 
013_315 013_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.558724880E-14 1.000000000E+20 1.334861057E+00 9.387443099E-14 2.091453458E-03 
013_315_SRH 013_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.065597713E-14 1.000000000E+20 1.342612077E+00 9.565227855E-14 2.303673720E-03 
014_315 014_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.485008202E-14 1.000000000E+20 1.343062806E+00 1.403847599E-13 2.435933922E-03 
014_315_SRH 014_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.019244844E-14 1.000000000E+20 1.343377118E+00 1.403445693E-13 2.579835387E-03 
015_315 015_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.523740809E-14 1.000000000E+20 1.343895862E+00 2.059567345E-13 2.788699945E-03 
015_315_SRH 015_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.094825423E-14 1.000000000E+20 1.344095388E+00 2.059219868E-13 2.910073625E-03 
016_315 016_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.764032544E-14 1.000000000E+20 1.352143403E+00 3.044652149E-13 3.208304362E-03 
016_315_SRH 016_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.400574494E-14 1.000000000E+20 1.356762567E+00 3.058150437E-13 3.335533887E-03 
017_315 017_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.181678589E-14 1.000000000E+20 1.357209000E+00 4.487561965E-13 3.657901775E-03 
017_315_SRH 017_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.909666602E-14 1.000000000E+20 1.361489225E+00 4.495587179E-13 3.715313171E-03 
018_315 018_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.093181915E-13 1.000000000E+20 1.362807250E+00 6.599981138E-13 4.076214094E-03 
018_315_SRH 018_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.058167831E-13 1.000000000E+20 1.362859749E+00 6.599647736E-13 4.143117811E-03 
019_315 019_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.282221754E-13 1.000000000E+20 1.365353627E+00 9.707078539E-13 4.558796174E-03 
019_315_SRH 019_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.258073647E-13 1.000000000E+20 1.369908884E+00 9.753040024E-13 4.636062941E-03 
