T d154 d184 d214 d244
d 150 180 210 240
290 5.873973700E-02 5.695661400E-02 5.431251500E-02 5.372093600E-02
295 5.762250400E-02 5.610766200E-02 5.374684200E-02 5.265653600E-02
300 5.740182900E-02 5.618924000E-02 5.397024900E-02 5.459677900E-02
305 5.871696600E-02 5.775561000E-02 5.568224100E-02 5.671151700E-02
310 6.066042600E-02 5.994346600E-02 5.807903500E-02 5.928828200E-02
315 6.356661300E-02 6.314531800E-02 6.147680300E-02 6.133438000E-02
320 6.813543900E-02 6.810094700E-02 6.641717900E-02 6.633337100E-02
325 7.263734100E-02 7.316766500E-02 7.161102300E-02 7.149336400E-02
330 7.793069800E-02 7.810501600E-02 7.736336300E-02 7.724517100E-02
335 8.485790600E-02 8.511699400E-02 8.443190400E-02 8.423964500E-02
340 9.096863000E-02 9.124865000E-02 9.086665600E-02 9.034070100E-02
