T d154 d184 d214 d244
d 150 180 210 240
290 6.581383500E-02 6.401936700E-02 6.184765500E-02 6.184962600E-02
295 6.356215100E-02 6.184818200E-02 5.975736900E-02 5.918732000E-02
300 6.156778100E-02 5.996220300E-02 5.801649100E-02 5.797506200E-02
305 6.040682800E-02 5.892431100E-02 5.696992400E-02 5.689271000E-02
310 5.956450400E-02 5.817933600E-02 5.620121700E-02 5.625111800E-02
315 5.942100800E-02 5.816647300E-02 5.623702500E-02 5.629892600E-02
320 6.047643400E-02 5.934613700E-02 5.741711600E-02 5.748326800E-02
325 6.191988100E-02 6.092227600E-02 5.908578600E-02 5.908440400E-02
330 6.417297700E-02 6.269351100E-02 6.139674100E-02 6.141239000E-02
335 6.781159100E-02 6.623906400E-02 6.496123000E-02 6.496808700E-02
340 7.159188900E-02 6.989283700E-02 6.865923000E-02 6.861038500E-02
