N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.035582973E+00 1.035986161E+00 1.036836752E+00 1.037814355E+00
1.600000000E+01 1.279069280E+00 1.278451483E+00 1.276054825E+00 1.276519994E+00
1.700000000E+01 1.375178801E+00 1.375019182E+00 1.374563219E+00 1.374980319E+00
1.549996187E+01 1.101939100E+00 1.096485849E+00 1.091520094E+00 1.085876324E+00
1.649996187E+01 1.329339983E+00 1.330280903E+00 1.330232237E+00 1.330041400E+00
1.674996808E+01 1.352244483E+00 1.351357541E+00 1.351924339E+00 1.351838428E+00
1.624993176E+01 1.307801963E+00 1.307882638E+00 1.307618596E+00 1.305465701E+00
1.574996808E+01 1.225392949E+00 1.221542650E+00 1.220758844E+00 1.219116272E+00
1.524993176E+01 1.022957882E+00 1.023258783E+00 1.023636500E+00 1.024025915E+00
