N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.042144755E+00 1.036919712E+00 1.033364864E+00 1.031174544E+00
1.600000000E+01 1.251051440E+00 1.251310677E+00 1.249598911E+00 1.250493214E+00
1.700000000E+01 1.359479274E+00 1.358944050E+00 1.358305540E+00 1.358643847E+00
1.549996187E+01 1.013116390E+00 1.012389685E+00 1.012023467E+00 1.011841312E+00
1.649996187E+01 1.314236975E+00 1.314619529E+00 1.314302740E+00 1.313976266E+00
1.674996808E+01 1.337393414E+00 1.336016314E+00 1.336350044E+00 1.336155601E+00
1.624993176E+01 1.289969648E+00 1.289686816E+00 1.289273937E+00 1.287079521E+00
1.574996808E+01 1.164722097E+00 1.166498534E+00 1.169610510E+00 1.170474995E+00
1.524993176E+01 1.019234325E+00 1.017594503E+00 1.016658747E+00 1.016175223E+00
