N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.061303140E+00 1.061581112E+00 1.061708771E+00 1.061742349E+00
1.600000000E+01 1.167463164E+00 1.150318330E+00 1.133181593E+00 1.120156575E+00
1.700000000E+01 1.252201292E+00 1.244120877E+00 1.236896705E+00 1.231171953E+00
1.549996187E+01 1.011693547E+00 1.011190626E+00 1.010813423E+00 1.010505098E+00
1.649996187E+01 1.253965091E+00 1.247867061E+00 1.241429637E+00 1.235310702E+00
1.674996808E+01 1.258611048E+00 1.250856945E+00 1.244955864E+00 1.239132677E+00
1.624993176E+01 1.233221871E+00 1.224134010E+00 1.215451994E+00 1.205711034E+00
1.574996808E+01 1.007746014E+00 1.007132318E+00 1.006695057E+00 1.006338318E+00
1.524993176E+01 1.024925039E+00 1.024671126E+00 1.024437835E+00 1.024225852E+00
