T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.326093729E+00 1.261088206E+00 6.500552300E-02 1.325063208E+00 1.260798523E+00 6.426468500E-02 1.030521000E-03 2.896830000E-04
295 1.324159692E+00 1.260886925E+00 6.327276700E-02 1.323198943E+00 1.260620336E+00 6.257860700E-02 9.607490000E-04 2.665890000E-04
300 1.323105248E+00 1.261321654E+00 6.178359400E-02 1.322222979E+00 1.261083265E+00 6.113971400E-02 8.822690000E-04 2.383890000E-04
305 1.322928169E+00 1.262924186E+00 6.000398300E-02 1.322128878E+00 1.262705471E+00 5.942340700E-02 7.992910000E-04 2.187150000E-04
310 1.323611102E+00 1.265270585E+00 5.834051700E-02 1.322894041E+00 1.265068067E+00 5.782597400E-02 7.170610000E-04 2.025180000E-04
315 1.325238540E+00 1.267857246E+00 5.738129400E-02 1.324598019E+00 1.267670226E+00 5.692779300E-02 6.405210000E-04 1.870200000E-04
320 1.327692914E+00 1.271297472E+00 5.639544200E-02 1.327119554E+00 1.271113714E+00 5.600584000E-02 5.733600000E-04 1.837580000E-04
325 1.330730168E+00 1.274889206E+00 5.584096200E-02 1.330211424E+00 1.274704651E+00 5.550677300E-02 5.187440000E-04 1.845550000E-04
330 1.334083749E+00 1.278141252E+00 5.594249700E-02 1.333604556E+00 1.277953820E+00 5.565073600E-02 4.791930000E-04 1.874320000E-04
335 1.337796122E+00 1.281666846E+00 5.612927600E-02 1.337340757E+00 1.281464093E+00 5.587666400E-02 4.553650000E-04 2.027530000E-04
340 1.341415267E+00 1.284850729E+00 5.656453800E-02 1.340967574E+00 1.284625151E+00 5.634242300E-02 4.476930000E-04 2.255780000E-04
