Ew Nt
4.1177769E-1 1.8165283E+14
4.0953312E-1 1.2354271E+14
4.0728856E-1 1.0275929E+14
4.0504400E-1 1.1491454E+14
4.0279944E-1 1.5211086E+14
4.0055486E-1 2.0278760E+14
3.9831030E-1 2.5164728E+14
3.9606573E-1 2.8503125E+14
3.9382117E-1 2.9892833E+14
3.9157660E-1 3.0176602E+14
3.8933203E-1 3.0776171E+14
3.8708747E-1 3.2531806E+14
3.8484291E-1 3.5018562E+14
3.8259834E-1 3.6923304E+14
3.8035377E-1 3.7124484E+14
3.7810921E-1 3.5547970E+14
3.7586464E-1 3.3187702E+14
3.7362008E-1 3.1432564E+14
3.7137551E-1 3.1287863E+14
3.6913095E-1 3.2991002E+14
3.6688638E-1 3.6150707E+14
3.6464181E-1 4.0207497E+14
3.6239725E-1 4.4885369E+14
3.6015268E-1 5.0371809E+14
3.5790812E-1 5.7133171E+14
3.5566355E-1 6.5498159E+14
3.5341898E-1 7.5337159E+14
3.5117442E-1 8.6132623E+14
3.4892985E-1 9.7402048E+14
3.4668529E-1 1.0909614E+15
3.4444072E-1 1.2162462E+15
3.4219615E-1 1.3552515E+15
3.3995159E-1 1.5109350E+15
3.3770702E-1 1.6825865E+15
3.3546246E-1 1.8670659E+15
3.3321789E-1 2.0603579E+15
3.3097333E-1 2.2577368E+15
3.2872876E-1 2.4530670E+15
3.2648419E-1 2.6389650E+15
3.2423963E-1 2.8083188E+15
3.2199506E-1 2.9559071E+15
3.1975050E-1 3.0789150E+15
3.1750593E-1 3.1765249E+15
3.1526137E-1 3.2493710E+15
3.1301680E-1 3.2991000E+15
3.1077223E-1 3.3278813E+15
3.0852767E-1 3.3378569E+15
3.0628310E-1 3.3306929E+15
3.0403854E-1 3.3074548E+15
3.0179397E-1 3.2690840E+15
2.9954941E-1 3.2173328E+15
2.9730484E-1 3.1553200E+15
2.9506028E-1 3.0869804E+15
2.9281571E-1 3.0158511E+15
2.9057114E-1 2.9442751E+15
2.8832658E-1 2.8733579E+15
2.8608201E-1 2.8032365E+15
2.8383745E-1 2.7333530E+15
2.8159288E-1 2.6629916E+15
2.7934831E-1 2.5919455E+15
2.7710375E-1 2.5206502E+15
2.7485918E-1 2.4495901E+15
2.7261462E-1 2.3786023E+15
2.7037005E-1 2.3064878E+15
2.6812549E-1 2.2302460E+15
2.6588092E-1 2.1428503E+15
2.6363635E-1 2.0296841E+15
2.6139179E-1 1.8660364E+15
2.5914722E-1 1.6198622E+15
2.5690266E-1 1.2630542E+15
2.5465809E-1 7.8890053E+14
2.5241353E-1 5.1822827E+14
