fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_315 001_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.726446737E-15 1.000000000E+20 1.259358704E+00 1.489092638E-15 2.380253955E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.203471809E-15 1.000000000E+20 1.283826582E+00 1.419033781E-15 8.315086999E-04 
002_315 002_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.728668899E-15 1.000000000E+20 1.266741218E+00 2.151503886E-15 3.152272734E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.219871566E-15 1.000000000E+20 1.283875516E+00 2.082682925E-15 8.349345301E-04 
003_315 003_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.018341296E-14 1.000000000E+20 1.272067095E+00 3.124399722E-15 3.996212805E-04 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.695534326E-15 1.000000000E+20 1.283946421E+00 3.056590442E-15 8.399461065E-04 
004_315 004_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.228491550E-14 1.000000000E+20 1.275877558E+00 4.552577586E-15 4.863319051E-04 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.827418113E-15 1.000000000E+20 1.284048715E+00 4.485678722E-15 8.472662462E-04 
005_315 005_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.529959880E-14 1.000000000E+20 1.278611841E+00 6.648409869E-15 5.708814165E-04 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.885653002E-15 1.000000000E+20 1.284195031E+00 6.582434428E-15 8.579342280E-04 
006_315 006_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.958156831E-14 1.000000000E+20 1.280610552E+00 9.723217879E-15 6.506945423E-04 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.422916809E-14 1.000000000E+20 1.284401966E+00 9.658289654E-15 8.734313188E-04 
007_315 007_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.558014356E-14 1.000000000E+20 1.282131528E+00 1.423313875E-14 7.259253787E-04 
007_315_SRH 007_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.031315400E-14 1.000000000E+20 1.284690005E+00 1.416949289E-14 8.958399426E-04 
008_315 008_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.382765221E-14 1.000000000E+20 1.283367749E+00 2.084617089E-14 7.994678519E-04 
008_315_SRH 008_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.867635785E-14 1.000000000E+20 1.285082112E+00 2.078414876E-14 9.280317213E-04 
009_315 009_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.489298662E-14 1.000000000E+20 1.284460688E+00 3.054022316E-14 8.764737394E-04 
009_315_SRH 009_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.989344078E-14 1.000000000E+20 1.285600226E+00 3.048025956E-14 9.738594729E-04 
010_315 010_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.929368225E-14 1.000000000E+20 1.285508077E+00 4.474678951E-14 9.637709798E-04 
010_315_SRH 010_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.448500770E-14 1.000000000E+20 1.286258657E+00 4.468937045E-14 1.038294704E-03 
011_315 011_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.738585810E-14 1.000000000E+20 1.286566008E+00 6.556204851E-14 1.069332514E-03 
011_315_SRH 011_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.280502158E-14 1.000000000E+20 1.287055629E+00 6.550764005E-14 1.127412484E-03 
012_315 012_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.929310505E-14 1.000000000E+20 1.287649716E+00 9.605782511E-14 1.201710726E-03 
012_315_SRH 012_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.496784606E-14 1.000000000E+20 1.287966178E+00 9.600677962E-14 1.248097434E-03 
013_315 013_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.252259377E-13 1.000000000E+20 1.293034664E+00 1.411655485E-13 1.367382218E-03 
013_315_SRH 013_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.213352351E-13 1.000000000E+20 1.295982914E+00 1.413969822E-13 1.408381291E-03 
014_315 014_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.552387884E-13 1.000000000E+20 1.300554758E+00 2.078921258E-13 1.586744656E-03 
014_315_SRH 014_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.514410400E-13 1.000000000E+20 1.300693047E+00 2.078496651E-13 1.617483518E-03 
015_315 015_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.889044873E-13 1.000000000E+20 1.301802549E+00 3.048122694E-13 1.830646849E-03 
015_315_SRH 015_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.854634485E-13 1.000000000E+20 1.303291122E+00 3.058903940E-13 1.853213824E-03 
016_315 016_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.280073193E-13 1.000000000E+20 1.309427753E+00 4.547731735E-13 2.140016837E-03 
016_315_SRH 016_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.246482600E-13 1.000000000E+20 1.309487601E+00 4.547388396E-13 2.162224094E-03 
017_315 017_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.722142584E-13 1.000000000E+20 1.310252469E+00 6.668954104E-13 2.465346660E-03 
017_315_SRH 017_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.690188484E-13 1.000000000E+20 1.310290866E+00 6.668639687E-13 2.484992924E-03 
018_315 018_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.244427135E-13 1.000000000E+20 1.314775228E+00 9.815157252E-13 2.837740702E-03 
018_315_SRH 018_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.218021530E-13 1.000000000E+20 1.316055732E+00 9.826289132E-13 2.857369335E-03 
019_315 019_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.882489871E-13 1.000000000E+20 1.324152384E+00 1.450557074E-12 3.252421281E-03 
019_315_SRH 019_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.862029648E-13 1.000000000E+20 1.325151335E+00 1.451002579E-12 3.260267943E-03 
