N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+11 40 1.400E+15 340 3.800E-4 3.884590E+1 1.530470E+1 5.197870E-1 7.579750E+1 4.267870E-1 3.586033E+1
1.000000E+12 40 1.400E+15 340 3.800E-4 3.618175E+1 1.241980E+1 4.925130E-1 6.969580E+1 3.775290E-1 3.289756E+1
1.000000E+13 40 1.400E+15 340 3.800E-4 3.188207E+1 9.530200E+0 4.235920E-1 7.056840E+1 3.292480E-1 2.894550E+1
1.000000E+14 40 1.400E+15 340 3.800E-4 2.670128E+1 6.888900E+0 3.734690E-1 6.908140E+1 2.886430E-1 2.386645E+1
1.000000E+11 540 1.400E+15 340 3.800E-4 3.891183E+1 1.507390E+1 5.098020E-1 7.598770E+1 4.177440E-1 3.608410E+1
1.000000E+12 540 1.400E+15 340 3.800E-4 3.655499E+1 1.255110E+1 4.662810E-1 7.363570E+1 3.740920E-1 3.355093E+1
1.000000E+13 540 1.400E+15 340 3.800E-4 3.243289E+1 9.811600E+0 4.216020E-1 7.175490E+1 3.323140E-1 2.952501E+1
1.000000E+14 540 1.400E+15 340 3.800E-4 2.741691E+1 7.228300E+0 3.779170E-1 6.976260E+1 2.939750E-1 2.458823E+1
1.000000E+11 1040 1.400E+15 340 3.800E-4 3.893971E+1 1.500310E+1 5.063910E-1 7.608590E+1 4.148930E-1 3.616151E+1
1.000000E+12 1040 1.400E+15 340 3.800E-4 3.672530E+1 1.260660E+1 4.619670E-1 7.430540E+1 3.729590E-1 3.380151E+1
1.000000E+13 1040 1.400E+15 340 3.800E-4 3.270999E+1 9.949200E+0 4.210010E-1 7.224770E+1 3.336040E-1 2.982337E+1
1.000000E+14 1040 1.400E+15 340 3.800E-4 2.778980E+1 7.403000E+0 3.798610E-1 7.012890E+1 2.965530E-1 2.496345E+1
1.000000E+11 1540 1.400E+15 340 3.800E-4 3.895155E+1 1.497630E+1 5.050690E-1 7.612510E+1 4.137990E-1 3.619214E+1
1.000000E+12 1540 1.400E+15 340 3.800E-4 3.679965E+1 1.263000E+1 4.605290E-1 7.452520E+1 3.724900E-1 3.390700E+1
1.000000E+13 1540 1.400E+15 340 3.800E-4 3.283786E+1 1.001160E+1 4.207750E-1 7.245650E+1 3.341500E-1 2.996126E+1
1.000000E+14 1540 1.400E+15 340 3.800E-4 2.796539E+1 7.484900E+0 3.806870E-1 7.030650E+1 2.977250E-1 2.514027E+1
1.000000E+11 2040 1.400E+15 340 3.800E-4 3.895659E+1 1.496530E+1 5.045270E-1 7.614150E+1 4.133690E-1 3.620333E+1
1.000000E+12 2040 1.400E+15 340 3.800E-4 3.683162E+1 1.264000E+1 4.599690E-1 7.460990E+1 3.723140E-1 3.394972E+1
1.000000E+13 2040 1.400E+15 340 3.800E-4 3.289431E+1 1.003890E+1 4.206840E-1 7.254510E+1 3.343850E-1 3.002190E+1
1.000000E+14 2040 1.400E+15 340 3.800E-4 2.804368E+1 7.521300E+0 3.810390E-1 7.038630E+1 2.982320E-1 2.521956E+1
1.000000E+11 2540 1.400E+15 340 3.800E-4 3.895873E+1 1.496080E+1 5.043000E-1 7.614830E+1 4.131740E-1 3.620940E+1
1.000000E+12 2540 1.400E+15 340 3.800E-4 3.684528E+1 1.264420E+1 4.597360E-1 7.464500E+1 3.722170E-1 3.396998E+1
1.000000E+13 2540 1.400E+15 340 3.800E-4 3.291872E+1 1.005060E+1 4.206460E-1 7.258280E+1 3.344820E-1 3.004830E+1
1.000000E+14 2540 1.400E+15 340 3.800E-4 2.807770E+1 7.537100E+0 3.811880E-1 7.042110E+1 2.984470E-1 2.525435E+1
