N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 5.022752600E-02 5.234963400E-02 5.344426500E-02 5.409805400E-02
1.016672606E+01 5.273581700E-02 5.519042800E-02 5.655006400E-02 5.742435300E-02
1.033324570E+01 5.459005100E-02 5.724654100E-02 5.875639700E-02 5.974543200E-02
1.049996187E+01 5.589737600E-02 5.862321400E-02 6.016185000E-02 6.115152900E-02
1.066670514E+01 5.673235000E-02 5.940081900E-02 6.084984900E-02 6.172897300E-02
1.083333839E+01 5.713549200E-02 5.962907400E-02 6.087933200E-02 6.154887800E-02
1.100000000E+01 5.712259200E-02 5.933550600E-02 6.029483100E-02 6.068056800E-02
1.116672606E+01 5.669705900E-02 5.854243000E-02 5.914911600E-02 5.921785800E-02
1.133324570E+01 5.586529500E-02 5.729044600E-02 5.753163400E-02 5.730731600E-02
1.149996187E+01 5.465668400E-02 5.566382100E-02 5.559063500E-02 5.515697100E-02
1.166670514E+01 5.314457600E-02 5.380592900E-02 5.353014200E-02 5.300973600E-02
1.183333839E+01 5.145821700E-02 5.190881500E-02 5.157267700E-02 5.108594800E-02
1.200000000E+01 4.977048400E-02 5.017158700E-02 4.990113600E-02 4.952693900E-02
1.216672606E+01 4.825878400E-02 4.874666300E-02 4.861409500E-02 4.837393700E-02
1.233324570E+01 4.705657900E-02 4.770479200E-02 4.772000500E-02 4.759087200E-02
1.249996187E+01 4.622296400E-02 4.703687200E-02 4.716701500E-02 4.710846700E-02
1.266670514E+01 4.574479700E-02 4.668474500E-02 4.688406100E-02 4.686087100E-02
1.283333839E+01 4.556361500E-02 4.657758500E-02 4.680928600E-02 4.680039100E-02
1.300000000E+01 4.560841400E-02 4.665533400E-02 4.689845000E-02 4.688331800E-02
