fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 11:32:46 295.1 39.29 1.000E+000 8.675E-001 7.562E-006 1.000E+020 2.885E+000 3.858E-009 2.102E-003 
0T02 11:36:22 295 39.3 1.000E+000 9.140E-001 6.845E-006 1.000E+020 2.889E+000 3.820E-009 1.986E-003 
0T03 11:38:38 295 39.3 1.000E+000 9.200E-001 6.676E-006 1.000E+020 2.889E+000 3.832E-009 2.010E-003 
0T04 11:41:28 295 39.3 1.000E+000 9.429E-001 6.375E-006 1.000E+020 2.891E+000 3.834E-009 1.936E-003 
0T05 11:44:30 295 39.3 1.000E+000 9.600E-001 6.083E-006 1.000E+020 2.895E+000 3.830E-009 2.034E-003 
0T06 11:47:18 295 39.3 1.000E+000 9.794E-001 5.929E-006 1.000E+020 2.896E+000 3.838E-009 1.976E-003 
0T07 11:49:28 295 39.3 1.000E+000 9.699E-001 5.987E-006 1.000E+020 2.894E+000 3.859E-009 1.963E-003 
0T08 11:52:12 295 39.3 1.000E+000 9.870E-001 5.755E-006 1.000E+020 2.898E+000 3.851E-009 2.019E-003 
0T09 11:56:30 295 39.3 1.000E+000 9.682E-001 6.048E-006 1.000E+020 2.897E+000 3.873E-009 1.899E-003 
0T10 12:04:28 295 39.3 1.000E+000 1.002E+000 5.611E-006 1.000E+020 2.897E+000 3.895E-009 1.974E-003 
0T11 12:08:28 295 39.3 1.000E+000 1.007E+000 5.482E-006 1.000E+020 2.900E+000 3.884E-009 1.991E-003 
0T12 12:12:30 295 39.3 1.000E+000 1.017E+000 5.377E-006 1.000E+020 2.901E+000 3.891E-009 1.977E-003 
0T13 12:15:20 295 39.3 1.000E+000 1.006E+000 5.419E-006 1.000E+020 2.902E+000 3.894E-009 2.004E-003 
0T14 12:19:46 295 39.3 1.000E+000 1.028E+000 5.155E-006 1.000E+020 2.904E+000 3.890E-009 1.995E-003 
0T15 12:24:08 295 39.3 1.000E+000 1.049E+000 5.110E-006 1.000E+020 2.902E+000 3.912E-009 1.947E-003 
0T16 12:26:54 295 39.3 1.000E+000 1.008E+000 5.441E-006 1.000E+020 2.901E+000 3.922E-009 1.933E-003 
0T17 12:29:58 295 39.3 1.000E+000 1.001E+000 5.566E-006 1.000E+020 2.900E+000 3.930E-009 1.930E-003 
0T18 12:33:00 295 39.3 1.000E+000 1.022E+000 5.247E-006 1.000E+020 2.903E+000 3.927E-009 1.946E-003 
0T19 12:37:36 295 39.3 1.000E+000 1.035E+000 5.161E-006 1.000E+020 2.902E+000 3.938E-009 1.905E-003 
0T20 12:43:40 295 39.3 1.000E+000 1.034E+000 5.107E-006 1.000E+020 2.904E+000 3.949E-009 1.897E-003 
0T21 12:48:26 295 39.3 1.000E+000 1.057E+000 4.965E-006 1.000E+020 2.903E+000 3.952E-009 1.888E-003 
0T22 12:54:00 295 39.3 1.000E+000 1.052E+000 4.920E-006 1.000E+020 2.907E+000 3.949E-009 1.926E-003 
0T23 12:58:20 295 39.3 1.000E+000 1.047E+000 5.024E-006 1.000E+020 2.903E+000 3.971E-009 1.863E-003 
