fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 16:53:50 297 39.04 1.000E+000 7.620E-001 2.187E-006 3.864E+003 3.117E+000 6.406E-009 2.181E-003 
0002 16:57:00 296.9 39.05 1.000E+000 7.488E-001 2.201E-006 3.817E+003 3.110E+000 6.429E-009 2.095E-003 
0003 17:00:06 297 39.04 1.000E+000 7.590E-001 2.144E-006 3.899E+003 3.124E+000 6.317E-009 2.152E-003 
0004 17:03:02 297 39.04 1.000E+000 7.573E-001 2.207E-006 3.682E+003 3.088E+000 6.696E-009 2.110E-003 
0005 17:05:42 297 39.04 1.000E+000 7.162E-001 2.301E-006 3.696E+003 3.080E+000 6.729E-009 2.146E-003 
0006 17:07:52 297 39.04 1.000E+000 7.313E-001 2.310E-006 3.693E+003 3.083E+000 6.685E-009 2.076E-003 
0007 17:11:28 297 39.04 1.000E+000 7.369E-001 2.303E-006 3.728E+003 3.086E+000 6.650E-009 2.127E-003 
0008 17:14:08 297 39.04 1.000E+000 7.519E-001 2.217E-006 3.848E+003 3.108E+000 6.414E-009 2.128E-003 
0009 17:16:34 297 39.04 1.000E+000 7.487E-001 2.226E-006 3.711E+003 3.091E+000 6.628E-009 2.076E-003 
0010 17:19:32 297 39.04 1.000E+000 7.607E-001 2.169E-006 3.872E+003 3.121E+000 6.320E-009 2.105E-003 
0011 17:22:20 297 39.04 1.000E+000 7.415E-001 2.202E-006 3.900E+003 3.120E+000 6.308E-009 2.191E-003 
0012 17:25:18 296.9 39.05 1.000E+000 7.402E-001 2.229E-006 3.698E+003 3.090E+000 6.578E-009 2.087E-003 
0013 17:30:50 297 39.04 1.000E+000 7.650E-001 2.165E-006 3.827E+003 3.112E+000 6.367E-009 2.125E-003 
