T d154 d184 d214 d244
d 150 180 210 240
290 7.428610000E-04 6.165310000E-04 5.228670000E-04 4.625120000E-04
295 6.836340000E-04 5.817590000E-04 5.026930000E-04 4.439940000E-04
300 6.624340000E-04 5.864200000E-04 5.180220000E-04 4.543860000E-04
305 6.598100000E-04 5.949710000E-04 5.500190000E-04 4.844910000E-04
310 6.787470000E-04 6.193740000E-04 5.883790000E-04 5.479590000E-04
315 7.109320000E-04 6.443420000E-04 6.416840000E-04 6.113730000E-04
320 7.779430000E-04 7.200490000E-04 6.808250000E-04 6.844720000E-04
325 8.673800000E-04 8.140210000E-04 7.773480000E-04 7.719510000E-04
330 9.641440000E-04 9.131540000E-04 8.762690000E-04 8.466400000E-04
335 1.065810000E-03 1.006165000E-03 9.653100000E-04 9.302040000E-04
340 1.146319000E-03 1.038569000E-03 9.839380000E-04 9.386290000E-04
