T d154 d184 d214 d244
d 150 180 210 240
290 1.107370000E-04 1.001530000E-04 9.376900000E-05 8.997000000E-05
295 9.979200000E-05 9.025500000E-05 8.456100000E-05 8.054500000E-05
300 9.272000000E-05 8.420800000E-05 7.848200000E-05 7.471500000E-05
305 8.766300000E-05 7.915400000E-05 7.445300000E-05 7.125500000E-05
310 8.499000000E-05 7.743200000E-05 7.375800000E-05 6.974900000E-05
315 8.422400000E-05 7.754800000E-05 7.438800000E-05 7.060900000E-05
320 8.788800000E-05 8.196700000E-05 7.797600000E-05 7.549200000E-05
325 9.476300000E-05 8.933300000E-05 8.580300000E-05 8.355400000E-05
330 1.036830000E-04 9.912300000E-05 9.628700000E-05 9.436800000E-05
335 1.157450000E-04 1.117590000E-04 1.101820000E-04 1.093030000E-04
340 1.296860000E-04 1.246620000E-04 1.249740000E-04 1.263320000E-04
