-0.0003 -1.5112E-0005
0.0098 -4.0841E-0006
0.0196  7.2522E-0006
0.0297  1.9458E-0005
0.0411  3.4087E-0005
0.0522  5.0358E-0005
0.0610  6.4121E-0005
0.0723  8.3015E-0005
0.0821  1.0121E-0004
0.0923  1.2151E-0004
0.1022  1.4372E-0004
0.1122  1.6804E-0004
0.1220  1.9487E-0004
0.1322  2.2523E-0004
0.1422  2.5829E-0004
0.1523  2.9497E-0004
0.1629  3.4181E-0004
0.1722  3.8161E-0004
0.1822  4.3166E-0004
0.1922  4.8894E-0004
0.2022  5.5327E-0004
0.2123  6.2864E-0004
0.2223  7.1307E-0004
0.2325  8.0854E-0004
0.2426  9.1809E-0004
0.2539  1.0447E-0003
0.2652  1.2296E-0003
0.2751  1.4005E-0003
0.2853  1.6055E-0003
0.2952  1.8407E-0003
0.3051  2.1151E-0003
0.3151  2.4367E-0003
0.3248  2.8146E-0003
0.3346  3.2578E-0003
0.3442  3.7731E-0003
0.3538  4.3801E-0003
0.3633  5.0866E-0003
0.3740  5.9224E-0003
0.3848  7.1562E-0003
0.3957  8.5095E-0003
0.4049  9.7930E-0003
0.4139  1.1246E-0002
0.4227  1.2788E-0002
0.4336  1.4917E-0002
0.4443  1.7276E-0002
0.4539  1.9594E-0002
