N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 305 2.100E-4 1.261065572E+00 1.313135361E+00
1.468000E+10 1.000E+17 305 2.100E-4 1.271162145E+00 1.313259246E+00
2.154000E+10 1.000E+17 305 2.100E-4 1.279193823E+00 1.313439655E+00
3.162000E+10 1.000E+17 305 2.100E-4 1.285795065E+00 1.313701547E+00
4.642000E+10 1.000E+17 305 2.100E-4 1.291440670E+00 1.314079917E+00
6.813000E+10 1.000E+17 305 2.100E-4 1.296443084E+00 1.314622823E+00
1.000000E+11 1.000E+17 305 2.100E-4 1.300993454E+00 1.315394320E+00
1.468000E+11 1.000E+17 305 2.100E-4 1.305224946E+00 1.316476134E+00
2.154000E+11 1.000E+17 305 2.100E-4 1.309269737E+00 1.317966171E+00
3.162000E+11 1.000E+17 305 2.100E-4 1.313286228E+00 1.319971255E+00
4.642000E+11 1.000E+17 305 2.100E-4 1.317450679E+00 1.322592059E+00
6.813000E+11 1.000E+17 305 2.100E-4 1.321924635E+00 1.325901023E+00
1.000000E+12 1.000E+17 305 2.100E-4 1.326818332E+00 1.329919236E+00
1.468000E+12 1.000E+17 305 2.100E-4 1.332175293E+00 1.334617109E+00
2.154000E+12 1.000E+17 305 2.100E-4 1.337957371E+00 1.339895152E+00
3.162000E+12 1.000E+17 305 2.100E-4 1.344052496E+00 1.345598535E+00
4.642000E+12 1.000E+17 305 2.100E-4 1.350409974E+00 1.351645219E+00
6.813000E+12 1.000E+17 305 2.100E-4 1.356936631E+00 1.357919912E+00
1.000000E+13 1.000E+17 305 2.100E-4 1.363559650E+00 1.364340294E+00
