d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.318879330E+00 1.239381314E+00 7.949801600E-02 1.264284990E+00 1.218665916E+00 4.561907400E-02 5.459434000E-02 2.071539800E-02
150 1.016672606E+01 1.318962077E+00 1.239895328E+00 7.906674900E-02 1.272378978E+00 1.225046001E+00 4.733297700E-02 4.658309900E-02 1.484932700E-02
150 1.033324570E+01 1.319082919E+00 1.240612055E+00 7.847086400E-02 1.279221803E+00 1.230055958E+00 4.916584500E-02 3.986111600E-02 1.055609700E-02
150 1.049996187E+01 1.319259138E+00 1.241591641E+00 7.766749700E-02 1.285318099E+00 1.234136003E+00 5.118209600E-02 3.394103900E-02 7.455638000E-03
150 1.066670514E+01 1.319515448E+00 1.242896314E+00 7.661913400E-02 1.290983313E+00 1.237649077E+00 5.333423600E-02 2.853213500E-02 5.247237000E-03
150 1.083333839E+01 1.319886776E+00 1.244579639E+00 7.530713700E-02 1.296355991E+00 1.240882587E+00 5.547340400E-02 2.353078500E-02 3.697052000E-03
150 1.100000000E+01 1.320421659E+00 1.246673699E+00 7.374796000E-02 1.301450518E+00 1.244048689E+00 5.740182900E-02 1.897114100E-02 2.625010000E-03
150 1.116672606E+01 1.321185813E+00 1.249189185E+00 7.199662800E-02 1.306236983E+00 1.247294566E+00 5.894241700E-02 1.494883000E-02 1.894619000E-03
150 1.133324570E+01 1.322264986E+00 1.252080979E+00 7.018400700E-02 1.310718707E+00 1.250641018E+00 6.007768900E-02 1.154627900E-02 1.439961000E-03
150 1.149996187E+01 1.323765048E+00 1.255312219E+00 6.845282900E-02 1.314977066E+00 1.254217737E+00 6.075932900E-02 8.787982000E-03 1.094482000E-03
150 1.166670514E+01 1.325806310E+00 1.258837829E+00 6.696848100E-02 1.319172184E+00 1.257981802E+00 6.119038200E-02 6.634126000E-03 8.560270000E-04
150 1.183333839E+01 1.328508692E+00 1.262629216E+00 6.587947600E-02 1.323508467E+00 1.261940686E+00 6.156778100E-02 5.000225000E-03 6.885300000E-04
150 1.200000000E+01 1.331966561E+00 1.266677934E+00 6.528862700E-02 1.328182751E+00 1.266111168E+00 6.207158300E-02 3.783810000E-03 5.667660000E-04
150 1.216672606E+01 1.336218116E+00 1.270993079E+00 6.522503700E-02 1.333332546E+00 1.270518468E+00 6.281407800E-02 2.885570000E-03 4.746110000E-04
150 1.233324570E+01 1.341222404E+00 1.275592154E+00 6.563025000E-02 1.339001270E+00 1.275190154E+00 6.381111600E-02 2.221134000E-03 4.020000000E-04
150 1.249996187E+01 1.346859927E+00 1.280500931E+00 6.635899600E-02 1.345134960E+00 1.280157537E+00 6.497742300E-02 1.724967000E-03 3.433940000E-04
150 1.266670514E+01 1.352962328E+00 1.285689288E+00 6.727304000E-02 1.351613045E+00 1.285395901E+00 6.621714400E-02 1.349283000E-03 2.933870000E-04
150 1.283333839E+01 1.359356656E+00 1.291229887E+00 6.812676900E-02 1.358296028E+00 1.290978733E+00 6.731729500E-02 1.060628000E-03 2.511540000E-04
150 1.300000000E+01 1.365898833E+00 1.297080169E+00 6.881866400E-02 1.365062894E+00 1.296866089E+00 6.819680500E-02 8.359390000E-04 2.140800000E-04
180 1.000000000E+01 1.314347400E+00 1.235986261E+00 7.836113900E-02 1.261683141E+00 1.215031122E+00 4.665201900E-02 5.266425900E-02 2.095513900E-02
180 1.016672606E+01 1.314456283E+00 1.236709308E+00 7.774697500E-02 1.270087361E+00 1.221807403E+00 4.827995800E-02 4.436892200E-02 1.490190500E-02
180 1.033324570E+01 1.314615083E+00 1.237697560E+00 7.691752300E-02 1.277081984E+00 1.227196584E+00 4.988540000E-02 3.753309900E-02 1.050097600E-02
