T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193107045E+00 1.128478702E+00 6.462834300E-02 1.163322962E+00 1.121968064E+00 4.135489800E-02
295 1.191269329E+00 1.133781747E+00 5.748758200E-02 1.162200009E+00 1.125424875E+00 3.677513400E-02
300 1.199771843E+00 1.138791142E+00 6.098070100E-02 1.166093435E+00 1.128222350E+00 3.787108500E-02
305 1.208099399E+00 1.143450595E+00 6.464880400E-02 1.170644912E+00 1.130280061E+00 4.036485100E-02
310 1.206321498E+00 1.147759323E+00 5.856217500E-02 1.174320071E+00 1.131585179E+00 4.273489200E-02
315 1.208766178E+00 1.151609257E+00 5.715692100E-02 1.176909300E+00 1.132035249E+00 4.487405100E-02
320 1.211902797E+00 1.154909365E+00 5.699343200E-02 1.178084821E+00 1.131568534E+00 4.651628700E-02
325 1.218818651E+00 1.157669264E+00 6.114938700E-02 1.178328041E+00 1.130606193E+00 4.772184800E-02
330 1.225061692E+00 1.159992163E+00 6.506952900E-02 1.176780514E+00 1.132813301E+00 4.396721300E-02
335 1.230391005E+00 1.161730321E+00 6.866068400E-02 1.176168569E+00 1.129387671E+00 4.678089800E-02
340 1.234534190E+00 1.162136222E+00 7.239796800E-02 1.172420720E+00 1.130064745E+00 4.235597500E-02
