N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.374664000E-03 1.139770000E-03 9.864600000E-04 8.803450000E-04
1.016672606E+01 9.527750000E-04 7.871450000E-04 6.795770000E-04 6.054020000E-04
1.033324570E+01 6.576470000E-04 5.420630000E-04 4.672700000E-04 4.158120000E-04
1.049996187E+01 4.528080000E-04 3.727570000E-04 3.210640000E-04 2.855660000E-04
1.066670514E+01 3.114270000E-04 2.562870000E-04 2.207280000E-04 1.963410000E-04
1.083333839E+01 2.142460000E-04 1.764160000E-04 1.520560000E-04 1.353620000E-04
1.100000000E+01 1.476370000E-04 1.217750000E-04 1.051380000E-04 9.376100000E-05
1.116672606E+01 1.020760000E-04 8.445600000E-05 7.315300000E-05 6.544800000E-05
1.133324570E+01 7.096600000E-05 5.902200000E-05 5.138100000E-05 4.621400000E-05
1.149996187E+01 4.975100000E-05 4.170300000E-05 3.659600000E-05 3.318300000E-05
1.166670514E+01 3.530500000E-05 2.993800000E-05 2.657500000E-05 2.435900000E-05
1.183333839E+01 2.547300000E-05 2.194500000E-05 1.977200000E-05 1.836900000E-05
1.200000000E+01 1.878600000E-05 1.650800000E-05 1.513600000E-05 1.427500000E-05
1.216672606E+01 1.422200000E-05 1.278700000E-05 1.194800000E-05 1.143600000E-05
1.233324570E+01 1.108700000E-05 1.020600000E-05 9.712000000E-06 9.422000000E-06
1.249996187E+01 8.897000000E-06 8.383000000E-06 8.101000000E-06 7.946000000E-06
1.266670514E+01 7.331000000E-06 7.038000000E-06 6.892000000E-06 6.814000000E-06
1.283333839E+01 6.161000000E-06 6.007000000E-06 5.938000000E-06 5.906000000E-06
1.300000000E+01 5.251000000E-06 5.176000000E-06 5.147000000E-06 5.139000000E-06
