fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 8:43 304.8 38.04 1.000E+000 5.064E+000 3.900E-006 7.192E+002 2.592E+000 3.888E-008 1.744E-004 1.102E-001 1.731E-004 4.978E-006 2.610E-001 5.650E-002 8.795E-005 2.485E-002 
0DL1 8:46 305.1 38 1.000E+000 5.030E+000 4.224E-006 7.206E+002 2.541E+000 4.286E-008 1.742E-004 1.107E-001 1.729E-004 4.996E-006 2.610E-001 5.680E-002 8.780E-005 6.722E-003 
0DL2 8:48 305.3 37.98 1.000E+000 5.035E+000 4.184E-006 7.216E+002 2.561E+000 4.139E-008 1.739E-004 1.102E-001 1.726E-004 4.968E-006 2.611E-001 5.660E-002 8.761E-005 2.450E-003 
0DL3 8:51 305 38.01 1.000E+000 5.054E+000 3.948E-006 7.202E+002 2.573E+000 3.988E-008 1.743E-004 1.102E-001 1.730E-004 4.981E-006 2.612E-001 5.660E-002 8.785E-005 1.096E-003 
0DL4 8:54 304.7 38.05 1.000E+000 5.040E+000 4.050E-006 7.188E+002 2.589E+000 3.837E-008 1.730E-004 1.093E-001 1.717E-004 4.896E-006 2.609E-001 5.600E-002 8.727E-005 1.393E-003 
0DL5 8:56 304.6 38.06 1.000E+000 4.975E+000 4.803E-006 7.183E+002 2.489E+000 4.711E-008 1.714E-004 1.098E-001 1.701E-004 4.859E-006 2.602E-001 5.620E-002 8.631E-005 6.016E-002 
0DL6 8:59 304.5 38.08 1.000E+000 5.042E+000 4.115E-006 7.178E+002 2.569E+000 3.990E-008 1.768E-004 1.118E-001 1.755E-004 5.119E-006 2.611E-001 5.740E-002 8.903E-005 2.869E-003 
0DL7 9:7 304.9 38.03 1.000E+000 5.011E+000 4.332E-006 7.197E+002 2.569E+000 4.057E-008 1.766E-004 1.117E-001 1.753E-004 5.117E-006 2.612E-001 5.740E-002 8.899E-005 1.394E-002 
0DL8 9:9 304.9 38.03 1.000E+000 5.036E+000 4.183E-006 7.197E+002 2.563E+000 4.082E-008 1.726E-004 1.095E-001 1.713E-004 4.890E-006 2.608E-001 5.610E-002 8.701E-005 3.493E-003 
0DL9 9:12 304.8 38.04 1.000E+000 4.997E+000 4.501E-006 7.192E+002 2.527E+000 4.396E-008 1.740E-004 1.109E-001 1.728E-004 4.992E-006 2.607E-001 5.680E-002 8.774E-005 2.241E-002 
