d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.279859174E+00 1.219158592E+00 6.070058200E-02 1.250728177E+00 1.207681117E+00 4.304706000E-02 2.913099700E-02 1.147747500E-02
150 1.016672606E+01 1.279918108E+00 1.219303841E+00 6.061426700E-02 1.255760150E+00 1.210855871E+00 4.490427900E-02 2.415795800E-02 8.447970000E-03
150 1.033324570E+01 1.280004224E+00 1.219514050E+00 6.049017400E-02 1.260344630E+00 1.213364038E+00 4.698059200E-02 1.965959400E-02 6.150012000E-03
150 1.049996187E+01 1.280129970E+00 1.219816602E+00 6.031336800E-02 1.264502140E+00 1.215383155E+00 4.911898500E-02 1.562783000E-02 4.433447000E-03
150 1.066670514E+01 1.280313251E+00 1.220248547E+00 6.006470400E-02 1.268196115E+00 1.217074898E+00 5.112121700E-02 1.211713600E-02 3.173649000E-03
150 1.083333839E+01 1.280579612E+00 1.220858252E+00 5.972136000E-02 1.271401247E+00 1.218593298E+00 5.280794900E-02 9.178365000E-03 2.264954000E-03
150 1.100000000E+01 1.280965040E+00 1.221705859E+00 5.925918100E-02 1.274146292E+00 1.220086357E+00 5.405993500E-02 6.818748000E-03 1.619502000E-03
150 1.116672606E+01 1.281519254E+00 1.222861071E+00 5.865818300E-02 1.276523917E+00 1.221694228E+00 5.482968900E-02 4.995337000E-03 1.166843000E-03
150 1.133324570E+01 1.282309091E+00 1.224397253E+00 5.791183800E-02 1.278678351E+00 1.223544687E+00 5.513366400E-02 3.630740000E-03 8.525660000E-04
150 1.149996187E+01 1.283420803E+00 1.226381715E+00 5.703908800E-02 1.280786145E+00 1.225745837E+00 5.504030800E-02 2.634658000E-03 6.358780000E-04
150 1.166670514E+01 1.284959255E+00 1.228863942E+00 5.609531300E-02 1.283038743E+00 1.228377147E+00 5.466159600E-02 1.920512000E-03 4.867950000E-04
150 1.183333839E+01 1.287040929E+00 1.231865683E+00 5.517524600E-02 1.285626673E+00 1.231482071E+00 5.414460200E-02 1.414256000E-03 3.836120000E-04
150 1.200000000E+01 1.289777841E+00 1.235377095E+00 5.440074600E-02 1.288720819E+00 1.235066214E+00 5.365460500E-02 1.057022000E-03 3.108810000E-04
150 1.216672606E+01 1.293252186E+00 1.239361978E+00 5.389020800E-02 1.292447931E+00 1.239104085E+00 5.334384600E-02 8.042550000E-04 2.578930000E-04
150 1.233324570E+01 1.297487820E+00 1.243771557E+00 5.371626300E-02 1.296864418E+00 1.243554022E+00 5.331039600E-02 6.234020000E-04 2.175350000E-04
150 1.249996187E+01 1.302432162E+00 1.248560174E+00 5.387198800E-02 1.301940733E+00 1.248374848E+00 5.356588500E-02 4.914290000E-04 1.853260000E-04
150 1.266670514E+01 1.307962659E+00 1.253693595E+00 5.426906400E-02 1.307570111E+00 1.253535017E+00 5.403509400E-02 3.925480000E-04 1.585780000E-04
150 1.283333839E+01 1.313919607E+00 1.259146361E+00 5.477324600E-02 1.313603282E+00 1.259010651E+00 5.459263100E-02 3.163250000E-04 1.357100000E-04
150 1.300000000E+01 1.320147946E+00 1.264891721E+00 5.525622500E-02 1.319891888E+00 1.264775906E+00 5.511598200E-02 2.560580000E-04 1.158150000E-04
180 1.000000000E+01 1.275661320E+00 1.216229875E+00 5.943144500E-02 1.249104134E+00 1.205409773E+00 4.369436100E-02 2.655718600E-02 1.082010200E-02
180 1.016672606E+01 1.275740605E+00 1.216435108E+00 5.930549700E-02 1.254004213E+00 1.208567034E+00 4.543717900E-02 2.173639200E-02 7.868074000E-03
180 1.033324570E+01 1.275856346E+00 1.216730118E+00 5.912622800E-02 1.258374434E+00 1.211060939E+00 4.731349500E-02 1.748191200E-02 5.669179000E-03
180 1.049996187E+01 1.276025048E+00 1.217150615E+00 5.887443300E-02 1.262267213E+00 1.213096379E+00 4.917083400E-02 1.375783500E-02 4.054236000E-03
180 1.066670514E+01 1.276270282E+00 1.217742881E+00 5.852740100E-02 1.265686885E+00 1.214856517E+00 5.083036800E-02 1.058339700E-02 2.886364000E-03
180 1.083333839E+01 1.276625282E+00 1.218563768E+00 5.806151400E-02 1.268651025E+00 1.216509419E+00 5.214160600E-02 7.974257000E-03 2.054349000E-03
180 1.100000000E+01 1.277136088E+00 1.219678114E+00 5.745797400E-02 1.271225564E+00 1.218208618E+00 5.301694600E-02 5.910524000E-03 1.469496000E-03
180 1.116672606E+01 1.277864770E+00 1.221152489E+00 5.671228100E-02 1.273530373E+00 1.220089446E+00 5.344092700E-02 4.334397000E-03 1.063043000E-03
180 1.133324570E+01 1.278891883E+00 1.223045677E+00 5.584620600E-02 1.275726826E+00 1.222262574E+00 5.346425200E-02 3.165057000E-03 7.831030000E-04
180 1.149996187E+01 1.280316199E+00 1.225398364E+00 5.491783500E-02 1.277999776E+00 1.224807073E+00 5.319270300E-02 2.316423000E-03 5.912910000E-04
180 1.166670514E+01 1.282249090E+00 1.228225917E+00 5.402317300E-02 1.280539396E+00 1.227766287E+00 5.277310900E-02 1.709694000E-03 4.596300000E-04
180 1.183333839E+01 1.284800678E+00 1.231517457E+00 5.328322100E-02 1.283521389E+00 1.231149382E+00 5.237200700E-02 1.279289000E-03 3.680750000E-04
180 1.200000000E+01 1.288057182E+00 1.235242333E+00 5.281484900E-02 1.287083213E+00 1.234939725E+00 5.214348800E-02 9.739690000E-04 3.026080000E-04
180 1.216672606E+01 1.292054176E+00 1.239362332E+00 5.269184400E-02 1.291298717E+00 1.239108499E+00 5.219021800E-02 7.554590000E-04 2.538330000E-04
180 1.233324570E+01 1.296757491E+00 1.243844412E+00 5.291307900E-02 1.296161269E+00 1.243628671E+00 5.253259800E-02 5.962220000E-04 2.157410000E-04
180 1.249996187E+01 1.302065361E+00 1.248666828E+00 5.339853300E-02 1.301588196E+00 1.248482166E+00 5.310603000E-02 4.771650000E-04 1.846620000E-04
180 1.266670514E+01 1.307835713E+00 1.253815903E+00 5.401981000E-02 1.307450157E+00 1.253657481E+00 5.379267600E-02 3.855560000E-04 1.584220000E-04
180 1.283333839E+01 1.313924765E+00 1.259277950E+00 5.464681500E-02 1.313611582E+00 1.259142207E+00 5.446937500E-02 3.131830000E-04 1.357430000E-04
180 1.300000000E+01 1.320214260E+00 1.265032689E+00 5.518157100E-02 1.319959432E+00 1.264916923E+00 5.504250900E-02 2.548280000E-04 1.157660000E-04
210 1.000000000E+01 1.272786694E+00 1.213780343E+00 5.900635100E-02 1.248123023E+00 1.203354899E+00 4.476812400E-02 2.466367100E-02 1.042544400E-02
210 1.016672606E+01 1.272888076E+00 1.214057029E+00 5.883104700E-02 1.252936444E+00 1.206546243E+00 4.639020100E-02 1.995163200E-02 7.510786000E-03
210 1.033324570E+01 1.273035874E+00 1.214485596E+00 5.855027800E-02 1.257152971E+00 1.209096423E+00 4.805654800E-02 1.588290300E-02 5.389173000E-03
210 1.049996187E+01 1.273250840E+00 1.215072579E+00 5.817826100E-02 1.260856196E+00 1.211223276E+00 4.963292000E-02 1.239464400E-02 3.849303000E-03
210 1.066670514E+01 1.273562322E+00 1.215852775E+00 5.770954700E-02 1.264086796E+00 1.213121843E+00 5.096495300E-02 9.475526000E-03 2.730932000E-03
210 1.083333839E+01 1.274011156E+00 1.216903059E+00 5.710809700E-02 1.266897993E+00 1.214963839E+00 5.193415400E-02 7.113163000E-03 1.939220000E-03
210 1.100000000E+01 1.274652777E+00 1.218287835E+00 5.636494200E-02 1.269385022E+00 1.216901011E+00 5.248401100E-02 5.267755000E-03 1.386824000E-03
210 1.116672606E+01 1.275559862E+00 1.220060648E+00 5.549921400E-02 1.271688125E+00 1.219054923E+00 5.263320200E-02 3.871737000E-03 1.005725000E-03
210 1.133324570E+01 1.276822928E+00 1.222258151E+00 5.456477700E-02 1.273979908E+00 1.221513047E+00 5.246686100E-02 2.843020000E-03 7.451040000E-04
210 1.149996187E+01 1.278546606E+00 1.224891787E+00 5.365481900E-02 1.276447105E+00 1.224324351E+00 5.212275400E-02 2.099501000E-03 5.674360000E-04
