N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 310 3.300E-4 3.692101E+1 1.772460E+1 5.860080E-1 8.192190E+1
1.468000E+10 3.162E+16 310 3.300E-4 3.680479E+1 1.764650E+1 5.855680E-1 8.187970E+1
2.154000E+10 3.162E+16 310 3.300E-4 3.664408E+1 1.754840E+1 5.849640E-1 8.186620E+1
3.162000E+10 3.162E+16 310 3.300E-4 3.642701E+1 1.741650E+1 5.841550E-1 8.184810E+1
4.642000E+10 3.162E+16 310 3.300E-4 3.614264E+1 1.724440E+1 5.831030E-1 8.182450E+1
6.813000E+10 3.162E+16 310 3.300E-4 3.578382E+1 1.702840E+1 5.817850E-1 8.179470E+1
1.000000E+11 3.162E+16 310 3.300E-4 3.535012E+1 1.676850E+1 5.801920E-1 8.175800E+1
1.468000E+11 3.162E+16 310 3.300E-4 3.484884E+1 1.646890E+1 5.782540E-1 8.172550E+1
2.154000E+11 3.162E+16 310 3.300E-4 3.429265E+1 1.613670E+1 5.760780E-1 8.168300E+1
3.162000E+11 3.162E+16 310 3.300E-4 3.369436E+1 1.577190E+1 5.736910E-1 8.159200E+1
4.642000E+11 3.162E+16 310 3.300E-4 3.306207E+1 1.539350E+1 5.710910E-1 8.152690E+1
6.813000E+11 3.162E+16 310 3.300E-4 3.239779E+1 1.499590E+1 5.681680E-1 8.146700E+1
1.000000E+12 3.162E+16 310 3.300E-4 3.169945E+1 1.457750E+1 5.649690E-1 8.139660E+1
1.468000E+12 3.162E+16 310 3.300E-4 3.096388E+1 1.413090E+1 5.615440E-1 8.127030E+1
2.154000E+12 3.162E+16 310 3.300E-4 3.018869E+1 1.367010E+1 5.577630E-1 8.118540E+1
3.162000E+12 3.162E+16 310 3.300E-4 2.937271E+1 1.318190E+1 5.537080E-1 8.104970E+1
4.642000E+12 3.162E+16 310 3.300E-4 2.851582E+1 1.267960E+1 5.494220E-1 8.093060E+1
6.813000E+12 3.162E+16 310 3.300E-4 2.761888E+1 1.216010E+1 5.447680E-1 8.081980E+1
1.000000E+13 3.162E+16 310 3.300E-4 2.668372E+1 1.161850E+1 5.399750E-1 8.063620E+1
1.468000E+13 3.162E+16 310 3.300E-4 2.571319E+1 1.107060E+1 5.347990E-1 8.050520E+1
2.154000E+13 3.162E+16 310 3.300E-4 2.471118E+1 1.050680E+1 5.295150E-1 8.029710E+1
3.162000E+13 3.162E+16 310 3.300E-4 2.368261E+1 9.942900E+0 5.239100E-1 8.013550E+1
4.642000E+13 3.162E+16 310 3.300E-4 2.263333E+1 9.370800E+0 5.181670E-1 7.990230E+1
6.813000E+13 3.162E+16 310 3.300E-4 2.157005E+1 8.805500E+0 5.122220E-1 7.969750E+1
1.000000E+14 3.162E+16 310 3.300E-4 2.050018E+1 8.241000E+0 5.060650E-1 7.943550E+1
