N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 310 3.300E-4 3.709690E+1 1.783400E+1 5.867720E-1 8.192970E+1
1.468000E+10 3.162E+16 310 3.300E-4 3.705758E+1 1.781020E+1 5.866480E-1 8.192440E+1
2.154000E+10 3.162E+16 310 3.300E-4 3.700093E+1 1.777580E+1 5.864680E-1 8.191670E+1
3.162000E+10 3.162E+16 310 3.300E-4 3.691997E+1 1.772670E+1 5.862080E-1 8.190580E+1
4.642000E+10 3.162E+16 310 3.300E-4 3.680563E+1 1.765740E+1 5.858390E-1 8.189070E+1
6.813000E+10 3.162E+16 310 3.300E-4 3.664680E+1 1.755410E+1 5.853200E-1 8.183680E+1
1.000000E+11 3.162E+16 310 3.300E-4 3.643106E+1 1.742370E+1 5.846040E-1 8.181000E+1
1.468000E+11 3.162E+16 310 3.300E-4 3.614657E+1 1.725230E+1 5.836430E-1 8.177730E+1
2.154000E+11 3.162E+16 310 3.300E-4 3.578519E+1 1.703540E+1 5.823960E-1 8.173900E+1
3.162000E+11 3.162E+16 310 3.300E-4 3.534582E+1 1.677250E+1 5.808450E-1 8.169580E+1
4.642000E+11 3.162E+16 310 3.300E-4 3.483600E+1 1.646820E+1 5.789480E-1 8.165410E+1
6.813000E+11 3.162E+16 310 3.300E-4 3.426959E+1 1.613010E+1 5.767540E-1 8.160910E+1
1.000000E+12 3.162E+16 310 3.300E-4 3.366086E+1 1.575940E+1 5.743380E-1 8.151650E+1
1.468000E+12 3.162E+16 310 3.300E-4 3.301892E+1 1.537530E+1 5.717040E-1 8.144960E+1
2.154000E+12 3.162E+16 310 3.300E-4 3.234597E+1 1.497260E+1 5.687720E-1 8.138400E+1
3.162000E+12 3.162E+16 310 3.300E-4 3.163966E+1 1.454930E+1 5.655210E-1 8.131360E+1
4.642000E+12 3.162E+16 310 3.300E-4 3.089652E+1 1.409810E+1 5.620280E-1 8.118850E+1
6.813000E+12 3.162E+16 310 3.300E-4 3.011395E+1 1.363270E+1 5.581920E-1 8.110150E+1
1.000000E+13 3.162E+16 310 3.300E-4 2.929071E+1 1.313970E+1 5.540460E-1 8.096740E+1
1.468000E+13 3.162E+16 310 3.300E-4 2.842670E+1 1.263280E+1 5.496720E-1 8.084800E+1
2.154000E+13 3.162E+16 310 3.300E-4 2.752287E+1 1.210850E+1 5.449130E-1 8.073630E+1
3.162000E+13 3.162E+16 310 3.300E-4 2.658117E+1 1.156230E+1 5.400070E-1 8.055080E+1
4.642000E+13 3.162E+16 310 3.300E-4 2.560460E+1 1.100950E+1 5.347170E-1 8.041290E+1
6.813000E+13 3.162E+16 310 3.300E-4 2.459720E+1 1.044100E+1 5.292970E-1 8.019660E+1
1.000000E+14 3.162E+16 310 3.300E-4 2.356404E+1 9.871800E+0 5.235620E-1 8.001650E+1
