N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.194935041E+00 1.195001441E+00 1.194510192E+00 1.191484637E+00 1.181849531E+00 1.155789240E+00 1.095883726E+00 1.014016944E+00 1.015143995E+00 1.018517909E+00 1.024895055E+00
1.600000000E+01 1.213466719E+00 1.215786058E+00 1.218428661E+00 1.220540618E+00 1.223172150E+00 1.225502466E+00 1.226997994E+00 1.228368955E+00 1.228956624E+00 1.227584177E+00 1.224810840E+00
1.700000000E+01 1.233735487E+00 1.236388766E+00 1.239013218E+00 1.240720499E+00 1.242190628E+00 1.242846005E+00 1.241560895E+00 1.240041293E+00 1.237388116E+00 1.232034517E+00 1.226920829E+00
1.549996187E+01 1.201948221E+00 1.203607907E+00 1.205267605E+00 1.207335778E+00 1.209272101E+00 1.210244523E+00 1.209847005E+00 1.205591047E+00 1.192532226E+00 1.162005743E+00 1.099052444E+00
1.649996187E+01 1.213985912E+00 1.217150615E+00 1.219864991E+00 1.222941369E+00 1.225797805E+00 1.227520923E+00 1.229565733E+00 1.230674452E+00 1.229908088E+00 1.229264979E+00 1.227697678E+00
1.674996808E+01 1.220268903E+00 1.223182854E+00 1.225558103E+00 1.228292028E+00 1.230765207E+00 1.231638382E+00 1.232714385E+00 1.232734331E+00 1.230627231E+00 1.228655157E+00 1.225662159E+00
1.624993176E+01 1.213825398E+00 1.216808791E+00 1.219859884E+00 1.222432826E+00 1.225237358E+00 1.227826618E+00 1.229339205E+00 1.230797966E+00 1.231552814E+00 1.230518419E+00 1.229304693E+00
1.574996808E+01 1.208745633E+00 1.210155952E+00 1.212298535E+00 1.214670277E+00 1.216846862E+00 1.218584178E+00 1.219914658E+00 1.220795203E+00 1.218981780E+00 1.213383961E+00 1.199443353E+00
1.524993176E+01 1.198599406E+00 1.199541799E+00 1.200927643E+00 1.202035172E+00 1.201916048E+00 1.198317350E+00 1.186850759E+00 1.157156513E+00 1.093069317E+00 1.010575917E+00 1.011503383E+00
