T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.199584354E+00 1.204645970E+00 1.210005608E+00 1.219575149E+00 1.227983209E+00 1.232890275E+00 1.238447670E+00 1.250526167E+00 1.269101945E+00
295 1.199190141E+00 1.204853847E+00 1.210630127E+00 1.219715728E+00 1.228635439E+00 1.233911904E+00 1.239362332E+00 1.250989440E+00 1.269321314E+00
300 1.198681522E+00 1.205713605E+00 1.211598449E+00 1.220877686E+00 1.230046999E+00 1.235591308E+00 1.240783989E+00 1.252087535E+00 1.270657908E+00
305 1.196838301E+00 1.206642586E+00 1.213161725E+00 1.222561905E+00 1.231535803E+00 1.237587388E+00 1.243180754E+00 1.254391016E+00 1.272604901E+00
310 1.191221206E+00 1.207007529E+00 1.214891457E+00 1.224372087E+00 1.233827777E+00 1.240182277E+00 1.246109031E+00 1.257443290E+00 1.275332523E+00
315 1.175786266E+00 1.205428996E+00 1.216151353E+00 1.226200539E+00 1.236179321E+00 1.243057348E+00 1.249032899E+00 1.260330236E+00 1.278455596E+00
320 1.138997848E+00 1.199488346E+00 1.216772717E+00 1.227736222E+00 1.238288162E+00 1.245731430E+00 1.252616501E+00 1.263938371E+00 1.281472563E+00
325 1.063854570E+00 1.183036452E+00 1.215220977E+00 1.229456364E+00 1.240372605E+00 1.248450222E+00 1.255797135E+00 1.267236555E+00 1.284757531E+00
330 1.015473662E+00 1.145444645E+00 1.208816071E+00 1.229369182E+00 1.241997024E+00 1.250777143E+00 1.258284746E+00 1.269904018E+00 1.287889088E+00
335 1.017104241E+00 1.071297197E+00 1.192698545E+00 1.227040349E+00 1.242388556E+00 1.252132827E+00 1.260649479E+00 1.272600388E+00 1.290131315E+00
340 1.021140874E+00 1.011890911E+00 1.157207734E+00 1.220111093E+00 1.241731077E+00 1.253012626E+00 1.262327890E+00 1.274562203E+00 1.292034754E+00
