fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 27578 299.96 38.652 1.051126159E+00 9.320652056E-01 1.050328959E-10 2.777731525E+17 1.626644944E-04 3.862918076E-01 1.626344944E-04 7.560629431E-01 4.749918023E-05 3.185860722E-01 1.490941998E-04 1.673457634E-02 
00L2 27746 299.98 38.65 1.053737001E+00 9.387677066E-01 1.104435001E-10 9.059708797E+18 1.626444391E-04 3.862526029E-01 1.619866997E-04 7.562972492E-01 4.731984324E-05 3.193801327E-01 1.481606794E-04 2.093817850E-02 
00L3 27860 299.99 38.649 1.052997751E+00 9.343062236E-01 1.087783209E-10 9.829047415E+18 1.626669585E-04 3.862710748E-01 1.620048494E-04 -8.868961719E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.543235976E-02 
00L4 27978 300 38.647 9.032434860E-01 1.282969012E+00 6.340394072E-12 4.986361180E+03 1.862787073E-04 3.861907565E-01 1.621297967E-04 7.554994230E-01 4.730410717E-05 3.185976833E-01 1.484764553E-04 1.280890935E-01 
00L5 28102 300.01 38.646 1.033206810E+00 9.827134102E-01 7.822788735E-11 4.110981295E+04 1.646117447E-04 3.861378799E-01 1.620142900E-04 -8.871504016E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.328301606E-02 
00L6 28218 300.02 38.645 1.050054326E+00 9.469498182E-01 1.040456402E-10 6.203136152E+17 1.616567260E-04 3.860972334E-01 1.616267260E-04 7.562307846E-01 4.719154740E-05 3.189300247E-01 1.479682503E-04 9.001286748E-03 
00L7 28340 300.02 38.645 1.046841853E+00 9.459552781E-01 9.852744735E-11 2.326714570E+18 1.617068076E-04 3.860721347E-01 1.616154787E-04 7.542703866E-01 4.706287641E-05 3.188130184E-01 1.476200125E-04 8.826828082E-03 
00L8 28460 300.02 38.645 1.050374381E+00 9.551421175E-01 1.050601070E-10 4.277597838E+06 1.614816887E-04 3.861952241E-01 1.614516887E-04 7.562935937E-01 4.715632067E-05 3.195438576E-01 1.475731533E-04 1.806722649E-02 
00L9 28578 300.03 38.643 1.041680481E+00 9.779745068E-01 9.102737153E-11 9.346646554E+04 1.628144176E-04 3.862435385E-01 1.615915848E-04 7.564418316E-01 4.721233771E-05 3.178419624E-01 1.485407390E-04 1.594835545E-02 
0L10 28704 300.03 38.643 1.065498621E+00 9.110820119E-01 1.336566628E-10 7.058801115E+18 1.634674646E-04 3.861468453E-01 1.618931137E-04 7.551314758E-01 4.720667807E-05 3.175988628E-01 1.486337886E-04 4.068455412E-02 
0L11 28820 300.03 38.643 1.070246328E+00 9.084485574E-01 1.452887771E-10 9.312953982E+18 1.637790052E-04 3.860028622E-01 1.616323883E-04 7.555848549E-01 4.714136562E-05 3.174582134E-01 1.484942665E-04 5.367164318E-02 
0L12 28946 300.03 38.643 1.065128256E+00 9.163331291E-01 1.333461321E-10 9.344377920E+18 1.629907236E-04 3.859956140E-01 1.612972431E-04 7.549949161E-01 4.700600492E-05 3.174618443E-01 1.480688636E-04 4.065028790E-02 
0L13 29062 300.03 38.643 1.056233013E+00 9.354152817E-01 1.156886734E-10 9.940641826E+18 1.624252446E-04 3.860411404E-01 1.612259992E-04 7.556943423E-01 4.703431657E-05 3.184492928E-01 1.476984252E-04 2.410094073E-02 
0L14 29178 300.05 38.641 8.993159964E-01 1.300827776E+00 5.867438140E-12 4.848585270E+03 1.861728961E-04 3.859801945E-01 1.612866698E-04 7.559487588E-01 4.706042595E-05 3.177868935E-01 1.480893403E-04 1.311470798E-01 
0L15 29300 300.03 38.643 1.049320158E+00 9.568075025E-01 1.034618386E-10 7.385150887E+18 1.617079169E-04 3.859437103E-01 1.614696031E-04 7.560608283E-01 4.711633308E-05 3.188726604E-01 1.477587942E-04 9.152766374E-03 
0L16 29424 300.03 38.643 1.035934796E+00 9.930782572E-01 8.313195732E-11 1.101268075E+05 1.620939766E-04 3.859181759E-01 1.612811273E-04 7.553902830E-01 4.701648714E-05 3.191942116E-01 1.472974422E-04 8.480887223E-03 
0L17 29540 300.05 38.641 8.919095160E-01 1.309904648E+00 5.003960171E-12 4.742462247E+03 1.865178249E-04 3.857112037E-01 1.611693744E-04 7.548557314E-01 4.692548079E-05 3.180648598E-01 1.475340118E-04 1.360338736E-01 
0L18 29660 300.05 38.641 9.347665465E-01 1.114117436E+00 1.148531279E-11 4.315117108E+03 1.891387005E-04 3.858024177E-01 1.608686548E-04 7.558104507E-01 4.690825397E-05 3.186837257E-01 1.471917222E-04 1.664165741E-01 
0L19 29780 300.03 38.643 1.043794247E+00 9.663859031E-01 9.525709065E-11 5.556673827E+17 1.611579961E-04 3.856860167E-01 1.611279961E-04 7.555833875E-01 4.695558983E-05 3.184753395E-01 1.474402141E-04 1.138840628E-02 
0L20 29900 300.03 38.643 1.052250937E+00 9.211806392E-01 1.094217941E-10 5.645214107E+05 1.612557269E-04 3.853929607E-01 1.612257269E-04 7.559228728E-01 4.696946440E-05 3.166207886E-01 1.483466706E-04 9.924343992E-03 
0L21 30016 300.02 38.645 1.030234310E+00 9.933373299E-01 7.689780699E-11 3.873127885E+04 1.640117064E-04 3.852889204E-01 1.611516900E-04 7.560215096E-01 4.694134579E-05 3.170781216E-01 1.480422987E-04 1.358783892E-02 
0L22 30148 300.02 38.645 1.030101107E+00 9.943992738E-01 7.712791862E-11 7.291591015E+04 1.621626567E-04 3.852303422E-01 1.610032790E-04 7.533945992E-01 4.672805560E-05 3.173429321E-01 1.472506208E-04 1.570466456E-02 
0L23 30258 300.03 38.643 1.057197811E+00 9.411051375E-01 1.216076102E-10 8.838513517E+18 1.618910254E-04 3.852082867E-01 1.608031049E-04 7.543215150E-01 4.672470267E-05 3.170354008E-01 1.473834906E-04 3.382847078E-02 
0L24 30448 299.77 38.677 1.019886465E+00 1.023069472E+00 6.083413361E-11 8.793681903E+04 1.616839419E-04 3.891368545E-01 1.606228767E-04 -8.879391794E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.235804094E-01 
0L25 30608 299.91 38.659 1.049299684E+00 9.644173851E-01 1.046667887E-10 9.347135465E+18 1.615611300E-04 3.856611663E-01 1.610468533E-04 7.564828479E-01 4.698478451E-05 3.189907444E-01 1.472915547E-04 1.931637175E-02 
