N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.197637185E+00 1.196383918E+00 1.195261798E+00 1.194116307E+00
1.600000000E+01 1.240143978E+00 1.239818161E+00 1.239873055E+00 1.239770016E+00
1.700000000E+01 1.283126655E+00 1.283151896E+00 1.282873900E+00 1.282951320E+00
1.549996187E+01 1.219949537E+00 1.219138302E+00 1.218768277E+00 1.218298683E+00
1.649996187E+01 1.253712693E+00 1.253261577E+00 1.253438039E+00 1.253508576E+00
1.674996808E+01 1.265068067E+00 1.264977305E+00 1.264747891E+00 1.264928189E+00
1.624993176E+01 1.247068058E+00 1.246844805E+00 1.247045001E+00 1.247084589E+00
1.574996808E+01 1.230085810E+00 1.229487642E+00 1.229386820E+00 1.229247176E+00
1.524993176E+01 1.211856540E+00 1.210724474E+00 1.209898948E+00 1.209207145E+00
