fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 9:25 309.2 37.5 1.000E+000 5.722E+000 4.721E-010 7.400E+002 2.573E+000 6.671E-006 1.757E-004 1.103E-001 1.742E-004 5.085E-006 2.646E-001 5.700E-002 8.905E-005 3.669E-003 
00L2 9:43 313.8 36.95 1.000E+000 6.744E+000 1.037E-009 7.604E+002 2.584E+000 8.846E-006 1.750E-004 1.082E-001 1.733E-004 5.014E-006 2.674E-001 5.630E-002 8.890E-005 2.756E-003 
00L3 10:20 316.9 36.59 1.000E+000 3.303E+000 1.482E-009 7.730E+002 2.552E+000 9.910E-006 1.734E-004 1.064E-001 1.725E-004 4.941E-006 2.692E-001 5.550E-002 8.887E-005 1.020E-002 
00L4 10:37 319.6 36.28 1.000E+000 3.780E+000 2.269E-009 7.831E+002 2.606E+000 1.241E-005 1.777E-004 1.062E-001 1.768E-004 5.096E-006 2.714E-001 5.570E-002 9.132E-005 1.479E-003 
00L5 10:54 322.1 36 1.000E+000 4.349E+000 3.127E-009 7.915E+002 2.562E+000 1.321E-005 1.760E-004 1.044E-001 1.749E-004 4.976E-006 2.726E-001 5.480E-002 9.064E-005 3.189E-003 
00L6 11:12 324.8 35.7 1.000E+000 5.066E+000 4.452E-009 7.994E+002 2.521E+000 1.428E-005 1.753E-004 1.026E-001 1.740E-004 4.890E-006 2.738E-001 5.400E-002 9.039E-005 3.852E-003 
00L7 11:36 327.3 35.42 1.000E+000 4.599E+000 5.866E-009 8.056E+002 2.484E+000 1.548E-005 1.754E-004 1.010E-001 1.742E-004 4.844E-006 2.753E-001 5.330E-002 9.072E-005 6.173E-003 
00L8 11:59 330.6 35.07 1.000E+000 5.971E+000 9.936E-009 8.119E+002 2.535E+000 1.988E-005 1.744E-004 9.631E-002 1.728E-004 4.599E-006 2.763E-001 5.090E-002 9.018E-005 1.225E-003 
00L9 12:20 334.2 34.69 1.000E+000 6.444E+000 1.588E-008 8.158E+002 2.541E+000 2.395E-005 1.766E-004 9.339E-002 1.749E-004 4.537E-006 2.778E-001 4.950E-002 9.147E-005 9.932E-003 
0L10 12:40 338 34.3 1.000E+000 4.893E+000 2.347E-008 8.165E+002 2.476E+000 2.638E-005 1.759E-004 8.993E-002 1.746E-004 4.381E-006 2.791E-001 4.770E-002 9.166E-005 3.111E-003 
0L11 13:4 341.2 33.98 1.000E+000 4.535E+000 3.870E-008 8.140E+002 2.511E+000 3.186E-005 1.741E-004 8.508E-002 1.728E-004 4.099E-006 2.789E-001 4.510E-002 9.068E-005 8.283E-004 
