T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.229403210E+00 1.205976415E+00 2.342679500E-02 1.229341581E+00 1.205895157E+00 2.344642400E-02 6.162900000E-05 8.125800000E-05
295 1.230044711E+00 1.207046410E+00 2.299830100E-02 1.229990255E+00 1.206971888E+00 2.301836700E-02 5.445600000E-05 7.452200000E-05
300 1.230576744E+00 1.208474701E+00 2.210204300E-02 1.230527224E+00 1.208406050E+00 2.212117400E-02 4.952000000E-05 6.865100000E-05
305 1.229868269E+00 1.210303672E+00 1.956459700E-02 1.229821834E+00 1.210235674E+00 1.958616000E-02 4.643500000E-05 6.799800000E-05
310 1.226647287E+00 1.212102772E+00 1.454451500E-02 1.226602971E+00 1.212036141E+00 1.456683000E-02 4.431600000E-05 6.663100000E-05
315 1.218136233E+00 1.213223536E+00 4.912697000E-03 1.218094672E+00 1.213154635E+00 4.940037000E-03 4.156100000E-05 6.890100000E-05
320 1.200299477E+00 1.213496667E+00 -1.319719000E-02 1.200264670E+00 1.213422363E+00 -1.315769300E-02 3.480700000E-05 7.430400000E-05
325 1.165921434E+00 1.211167266E+00 -4.524583200E-02 1.165902873E+00 1.211086065E+00 -4.518319200E-02 1.856100000E-05 8.120100000E-05
330 1.105763845E+00 1.203124681E+00 -9.736083600E-02 1.105778085E+00 1.203037371E+00 -9.725928600E-02 -1.424000000E-05 8.731000000E-05
335 1.012433754E+00 1.183847883E+00 -1.714141290E-01 1.012500890E+00 1.183760612E+00 -1.712597220E-01 -6.713600000E-05 8.727100000E-05
340 1.010689044E+00 1.142585845E+00 -1.318968010E-01 1.010663139E+00 1.142517541E+00 -1.318544020E-01 2.590500000E-05 6.830400000E-05
