N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 290 1.500E-4 1.237748659E+00 1.250805819E+00
1.468000E+10 1.000E+16 290 1.500E-4 1.240844637E+00 1.250848519E+00
2.154000E+10 1.000E+16 290 1.500E-4 1.243425901E+00 1.250910921E+00
3.162000E+10 1.000E+16 290 1.500E-4 1.245515333E+00 1.251002112E+00
4.642000E+10 1.000E+16 290 1.500E-4 1.247177620E+00 1.251135201E+00
6.813000E+10 1.000E+16 290 1.500E-4 1.248506853E+00 1.251329017E+00
1.000000E+11 1.000E+16 290 1.500E-4 1.249611347E+00 1.251610310E+00
1.468000E+11 1.000E+16 290 1.500E-4 1.250603807E+00 1.252016541E+00
2.154000E+11 1.000E+16 290 1.500E-4 1.251598385E+00 1.252599047E+00
3.162000E+11 1.000E+16 290 1.500E-4 1.252712384E+00 1.253426003E+00
4.642000E+11 1.000E+16 290 1.500E-4 1.254069157E+00 1.254583987E+00
6.813000E+11 1.000E+16 290 1.500E-4 1.255797918E+00 1.256175490E+00
1.000000E+12 1.000E+16 290 1.500E-4 1.258027800E+00 1.258310544E+00
1.468000E+12 1.000E+16 290 1.500E-4 1.260872010E+00 1.261088874E+00
2.154000E+12 1.000E+16 290 1.500E-4 1.264404509E+00 1.264574997E+00
3.162000E+12 1.000E+16 290 1.500E-4 1.268636127E+00 1.268773193E+00
4.642000E+12 1.000E+16 290 1.500E-4 1.273506353E+00 1.273618533E+00
6.813000E+12 1.000E+16 290 1.500E-4 1.278907466E+00 1.279000228E+00
1.000000E+13 1.000E+16 290 1.500E-4 1.284674934E+00 1.284751980E+00
